[00000.00-00004.26] 那么了解了科技发展的昨天也就是科技发展史
[02392.30-02394.42] 原本你的速度是跟电梯要的
[02394.42-02396.18] 电梯电梯速度为了了
[02396.18-02398.26] 然后你现在还有保持原本的速度
[02398.26-02400.22] 但是你被迫你的速度要怎么样
[02400.22-02400.90] 減下来
[02400.90-02403.30] 这个就叫做向下检素运动
[02403.30-02405.10] 这个就是我们所说的什么
[02405.10-02406.22] 超重状态
[02406.22-02407.66] 所以只要是超重状态的
[02407.66-02409.80] 就是感觉你的身体突然变重了
[02409.80-02412.22] 这种情况之下就是我们所说的超重
[02412.22-02414.20] 如果是用图来表示的话
[02414.20-02415.80] 就意味着我们所说的
[02415.80-02417.86] 你在向上做加速运动的时候
[02417.86-02419.70] 他给你所带来的这个力
[02419.70-02422.10] 是大于我们所说的你自身的重力
[02422.10-02423.98] 那这个时候向上做加速
[02423.98-02425.90] 这个是我们所说的超重
[02425.90-02429.70] 若老师我也记不住他的这个受力分析
[02429.70-02431.50] 然后我也没有办法说
[02431.50-02433.26] 去把它背得很熟
[02433.26-02435.14] 说向上加速向下解锁
[02435.14-02437.14] 但是你对起码了对这个感觉
[02437.14-02438.54] 有一个基本的概念
[02438.54-02439.22] 大家注意一下
[02439.22-02441.02] 这是我们所说的超重
[02441.02-02442.52] 那还一种就是失重
[02442.52-02443.02] 失重的
[02443.02-02444.94] 就是身体突然感觉挺漂亮的
[02444.94-02446.06] 这种就是失重
[02446.06-02446.74] 比如说
[02446.74-02448.76] 当电梯开始啟动上升的手
[02448.76-02450.26] 说才了一下电梯
[02450.26-02451.86] 这时候才了一下电梯的时候
[02451.86-02452.70] 我们就会发现
[02452.70-02454.06] 你在彩电梯的那一下
[02454.06-02455.66] 你是不是处在超重状态
[02455.66-02458.18] 但是如果说现在我反过来
[02458.18-02460.94] 如果我现在电梯向上減速
[02460.94-02462.42] 比如说电梯
[02462.42-02463.82] 它到30楼停了
[02463.82-02465.30] 但是你的身体由于关系
[02465.30-02466.66] 是不是身体还在往上
[02466.66-02468.20] 但是电梯已经停了没有办法
[02468.20-02470.70] 然后你的身体就会有关系往上一下
[02470.70-02474.22] 然后再渐下来慢慢的速度再回落下来
[02474.22-02476.20] 所以像我们所说的这种失踪啊
[02476.20-02477.86] 它就完全和抄重怎么样
[02477.86-02478.90] 就反过来了
[02478.90-02481.20] 抄重它是做向上加速
[02481.20-02483.16] 而失踪的话就是做什么呢
[02483.16-02484.70] 做向上渐速
[02487.46-02489.76] 就是电梯上升
[02489.76-02491.70] 我起来电梯上升啟动
[02491.70-02493.16] 这个地方就变成了什么
[02493.16-02495.18] 电梯上升停止
[02495.18-02498.06] 你这时候就体下的是什么 向上減速运动
[02498.06-02499.66] 因为你正常情况之下
[02499.66-02501.06] 电梯如果一直向上的话
[02501.06-02503.06] 你的速度都是一直向上的
[02503.06-02505.22] 但是现在电梯停在了30楼
[02505.22-02508.90] 你的向上的速度就必须要控制下来最后变成铃儿
[02508.90-02510.10] 那正情况之下
[02510.10-02511.90] 你体现体会到那种
[02511.90-02513.38] 你好像飘了一下的人感觉
[02513.38-02514.38] 又落地的人感觉
[02514.38-02516.58] 就是我们所说的失踪状态
[02516.58-02518.46] 那失踪是向下減速
[02518.46-02520.26] 又或者我们所说的叫做
[02520.26-02522.42] 向上減速
[02522.42-02524.38] 又或者说的是向下加速
[02524.38-02527.02] 这个项下加速它也和电梯有很大的关系
[02527.02-02529.18] 比如说你做电梯的时候大主义
[02529.18-02530.54] 你在做电梯的时候
[02530.54-02532.18] 你现在从30个往下走
[02532.18-02533.86] 你从30个往下走的时候
[02533.86-02535.90] 你问然后问到一路
[02535.90-02537.58] 它刚从30个往下的时候
[02537.58-02539.54] 你是不是感觉那个电梯忽悠一下下来了
[02539.54-02541.38] 你是不是有一种漂亮的感觉
[02541.38-02545.46] 那这有时候电梯向下开始下降的那一刻
[02545.46-02548.58] 你这个时候所体现的这个感觉就是什么感觉
[02548.58-02549.98] 就是失踪的感觉
[02549.98-02552.06] 就是你感觉你的身体比平常要轻
[02552.06-02553.66] 然后你感觉你自己好像漂了一下
[02553.66-02556.90] 这种感觉 提就是我们所说的这种失踪的感觉
[02556.90-02560.02] 所以我们所提到的这个失踪 大家一定要注意一下
[02560.02-02563.94] 它指的是向下加速 向下作加速运动
[02563.94-02568.66] 好的 其实说到这里 同时已经在感觉上应该能够感觉到
[02568.66-02570.54] 就是说 我处在什么样的状态
[02570.54-02572.42] 它好像是抄重处在什么样的状态
[02572.42-02575.78] 失踪 就是你在身体的感觉上能够去感觉到它
[02575.78-02577.98] 对吧 但是同时如果在做体的时候
[02577.98-02581.70] 就可能说 老师我确认是能感觉到 但是我分析不太出来
[02581.70-02583.94] 这时候我们就需要做一个总结
[02583.94-02586.54] 咱们来看一下这个超重和失重
[02586.54-02588.74] 咱们不通过收丽分析来看的话
[02588.74-02590.74] 超重和失重到底和什么有关呢
[02590.74-02592.66] 我们在做体当中我们一般认为
[02592.66-02596.94] 超重和失重它是由加速度的方向所决定的
[02598.74-02601.02] 是由加速度的方向所决定的
[02601.02-02604.46] 这个加速度方向我们就用A来表示
[02604.46-02605.02] 好吧
[02605.02-02608.06] 我们来看一下我们就进行两方面的分析
[02608.06-02610.78] 如果现在你是向上加速的
[02610.78-02613.82] 就是你在不斷的速度向上往上走
[02613.82-02617.58] 这种情况之下就意味着你的加速度其实是向上的
[02617.58-02619.02] 那如果说反过来呢
[02619.02-02621.22] 你现在不是向上加速
[02621.22-02621.94] 而是干嘛呢
[02621.94-02623.22] 而是向下減速
[02624.02-02625.18] 同们来看一下
[02625.18-02627.98] 正常情况之下你做自由落体渊动的时候
[02627.98-02630.74] 应该是向下的速度不斷的加快的
[02630.74-02631.06] 对吧
[02631.06-02633.30] 但是你现在向下減速了
[02633.30-02635.70] 你的速度越往下走速度越慢
[02635.70-02638.22] 那就意味着一定会有一个相反的
[02638.22-02640.38] 东西拉着你线握的这个速度
[02640.38-02643.60] 对吧,这个和你相反的这个也是什么加速度
[02643.60-02645.10] 那这种情况,这下你看
[02645.10-02647.10] 当你向下做减速的时候
[02647.10-02648.78] 一定有一个东西阻止人眼
[02648.78-02651.54] 那这个时候,这个东西就是你家速度方向
[02651.54-02653.86] 你的家速度方向是向上的
[02653.86-02657.40] 那向上做我们所说的这个家速运动的时候
[02657.40-02658.82] 你还你本来就向上
[02658.82-02660.46] 然后又给你加了一个扒衫
[02660.46-02663.02] 你这种整体的向上的速度是不是会提升
[02663.02-02665.90] 那这个说你的家速度方向也是向上的
[02665.90-02667.58] 那么就得出来一个解论
[02667.58-02670.26] 当家速度方向是向上的时候
[02670.26-02674.22] 你是处在一个我们所说的抽中状态
[02674.22-02675.86] 那如果说反过来呢
[02675.86-02677.34] 现在你是干嘛呢
[02677.34-02679.66] 你是向上減速
[02680.90-02682.02] 同一会来看一下
[02682.02-02683.74] 你如果说是向上減速
[02683.74-02686.14] 越往上走你的速度越慢
[02686.14-02687.70] 那就请换这下就意味着
[02687.70-02688.58] 你为什么会变慢
[02688.58-02691.14] 因为有一个东西追着你和你方向相反
[02691.14-02693.06] 你现在的方向是向上
[02693.06-02696.02] 那追着你的东西加速度方向就一定是呀
[02696.02-02696.78] 向下的
[02696.78-02697.18] 对吧
[02697.18-02698.42] 那这是一种情况
[02698.42-02699.50] 那我如果反过来呢
[02699.50-02701.10] 现在你的方向是向下的
[02701.10-02702.26] 你向下做什么呢
[02702.26-02704.46] 你向下做了加速运动
[02704.46-02705.98] 那你这种情况之下你看
[02705.98-02707.30] 你本来方向向下
[02707.30-02709.38] 你的速度就一定能加成
[02709.38-02710.06] 又给你
[02710.06-02711.26] 你而且你现在干嘛呢
[02711.26-02712.62] 你的速度是加速的
[02712.62-02713.50] 那就意味着
[02713.50-02714.34] 一定有一个东西
[02714.34-02715.38] 给你加了巴扶
[02715.38-02716.62] 那这种情况之下
[02716.62-02719.34] 你的这个加速度方向就是向下的
[02719.34-02720.26] 那你这种
[02720.26-02722.02] 如果说加速度方向是
[02722.02-02724.06] 加速度方向是向下的
[02724.06-02725.54] 那就处在什么状态
[02725.54-02726.50] 失重状态
[02726.50-02728.66] 也就是说你分析你的方向
[02728.66-02730.26] 是向上还是向下
[02730.26-02731.54] 这是第一步同学们
[02731.54-02733.14] 如果你的方向是向上
[02733.14-02735.46] OK,这是确定了你的方向
[02735.46-02738.02] 确定你的方向之后你要分析第二点
[02738.02-02740.50] 这是你现在寄订这个方向
[02740.50-02741.94] 比如说现在的向上
[02741.94-02744.58] 你的这个向上是变快了,是变慢了呢
[02744.58-02747.38] 如果你向上的速度是变快了
[02747.38-02748.42] 那在这种情况之下
[02748.42-02749.62] 就一定有个东西
[02749.62-02752.58] 给你加了扒火和你的方向是相同的
[02752.58-02753.62] 那这种情况之下
[02753.62-02755.06] 加速度是向上的
[02755.06-02757.86] 如果现在你的方向是向上的同学们
[02757.86-02759.66] 但是你相上的速度怎么样
[02759.66-02761.46] 你相上的速度变慢了
[02761.46-02766.38] 就意味着一定有一个东西和你现在的上升方向是相反的
[02766.38-02770.74] 就说你的加速度方向就一定是和你现在的方向相反
[02770.74-02772.58] 你这时候加速度是什么
[02772.58-02773.22] 像下
[02773.22-02775.66] 做它追着你是不是才有可能做減速
[02775.66-02778.14] 所以我们再去分析相当的题目的时候
[02778.14-02780.06] 我们就一定要去分析
[02780.06-02783.18] 它现在是处在什么样的运动状态
[02783.18-02784.86] 所以在这里大家要知道
[02784.86-02789.86] 我们所说的超重和失踪怎么做起去分析
[02789.86-02791.36] 我们看一下这个题目
[02791.36-02792.86] 题目到乱他说了
[02792.86-02795.36] 说不明一弄原的从高处相下跳
[02795.36-02798.86] 说谈性是被拉身之前一直做最弄的体育动
[02798.86-02801.36] 大家其实应该看过这个崩溪的这个事情
[02801.36-02801.86] 对吧
[02801.86-02803.86] 就是有这么一个高高的山阳
[02803.86-02805.36] 上面放了一个台子
[02805.36-02807.86] 然后上面站着我还有很多排队的人
[02807.86-02809.36] 然后身上绑神儿
[02809.36-02810.36] 然后我就开始往下跳
[02810.36-02811.86] 来释放自己的压力
[02811.86-02812.36] 对吧
[02812.36-02813.36] 我相下运动的时候你看
[02813.36-02815.96] 我身上把这个省先是彎曲的
[02815.96-02817.00] 在这种情况之下
[02817.00-02818.84] 我是在做自由落体运动
[02818.84-02819.84] 然后当这个省
[02819.84-02821.16] 彎曲到一定程度的时候
[02821.16-02822.60] 省做什么就训织了
[02822.60-02824.20] 就是在这个点的时候
[02824.20-02826.08] 省自就开始被拉成了
[02826.08-02826.84] 就被撑执了
[02826.84-02827.64] 然后我呢
[02827.64-02830.68] 就开始大头朝下不停的往下走
[02830.68-02831.80] 不停往下走之后
[02831.80-02833.28] 然后撑到一定点的时候
[02833.28-02834.60] 我又被拉上来了
[02834.60-02834.96] 对吧
[02834.96-02836.00] 拉上来之后
[02836.00-02836.72] 我的人在这
[02836.72-02837.72] 然后又下来了
[02837.72-02838.40] 我又上来了
[02838.40-02839.72] 如此寻宣防防复
[02839.72-02840.80] 一直当这个
[02840.80-02842.52] 没有太相的速度的时候
[02842.52-02844.12] 我是不是就聚在下面
[02844.12-02845.16] 然后最后教练
[02845.16-02846.88] 还是我们所说的这个培论人
[02846.88-02848.00] 再给我拉上去
[02848.00-02849.80] 这个我从那个谁牙上
[02849.80-02851.16] 设上给我这样的钱
[02851.16-02853.24] 那这个就是整个我们所说的
[02853.24-02855.04] 这样那个自动邦级的
[02855.04-02856.08] 他的一个过程
[02856.08-02857.64] 你看他说在拉身前
[02857.64-02858.80] 全是自动落体运动
[02858.80-02859.88] 我们不去考虑他
[02859.88-02861.48] 他说在拉身之后
[02861.48-02864.00] 说在谈性神的管冲下
[02864.76-02866.32] 然后说下落到
[02866.32-02867.72] 一定高度之后
[02867.72-02869.44] 解这个速度剪为了
[02869.44-02870.88] 说下令说法正确的是
[02870.88-02873.12] 那他其实就是在考察我们
[02873.12-02875.44] 当省被拉身之后
[02875.44-02877.04] 我在去做箱的运动
[02877.04-02879.24] 也就是在这一点之后我向下
[02879.24-02880.92] 然后运动
[02880.92-02882.64] 然后省自被撑的特别值
[02882.64-02883.48] 没有谈性的时候
[02883.48-02884.36] 被队上去
[02884.36-02885.60] 然后这样的一个过程
[02885.60-02888.08] 也就是从队断到队断
[02888.08-02890.08] 然后再到我上升的队断
[02890.60-02892.04] 我用其他的颜色
[02892.04-02894.84] 就是从省自被拉身之后的队断
[02894.84-02896.08] 我是会到达最顶上
[02896.08-02898.24] 然后又被省自队上去的队断
[02898.24-02899.04] 我是会用上来
[02899.04-02900.00] 然后我在循婚婚婚
[02900.00-02903.28] 其实就是分析这段小脸和这段小脸
[02903.28-02905.72] 我处在一个什么样的运动状态
[02905.72-02906.92] 我们来看一下
[02906.92-02908.52] 首先来分析一下
[02908.52-02911.24] 他说A选项说彈性神拉身之前
[02911.24-02913.48] 运动员处于失踪状态
[02913.48-02914.64] 彈成拉身之后
[02914.64-02916.56] 运动员处于抄动状态
[02916.56-02917.16] 避选项
[02917.16-02920.28] 他说他是先处于抄重后处于失踪
[02920.28-02921.76] 然后巴拉拉拉说了一大堆
[02921.76-02922.96] 你看一下A选项
[02922.96-02924.52] A选项你其实不用去分析
[02924.52-02925.64] 就这A选是错的
[02925.64-02927.64] 他彈性神拉身之前
[02927.64-02929.88] 运动员处于失踪状态
[02929.88-02932.84] 盘性神拉身之后运动员处于操重状态
[02932.84-02935.32] 在这里面 盘性神拉身之前
[02935.32-02937.92] 我是一直在做自由落体运动的
[02937.92-02939.88] 我一直在做自由落体运动
[02939.88-02944.16] 盘性神拉身之前我是处在家座向下的一个状态
[02944.16-02946.52] 因为盘性神拉身之前我是向下运动的
[02947.24-02947.80] 对吧
[02947.80-02949.24] 那向下运动同们分析一下
[02949.24-02951.08] 我向下的速度变快了变慢了
[02951.08-02952.40] 向下的速度是变快
[02952.40-02954.48] 所以我们定义在家属上
[02954.48-02955.64] 那同们来看一下
[02955.64-02957.92] 我向上运动我的速度还是增加的
[02957.92-02960.48] 那我的家属度方向一定要是向下的
[02960.48-02962.28] 就根据咱们刚才分析那个图势
[02962.28-02963.40] 有人给你加了罢服
[02963.40-02964.84] 那他处于失踪状态
[02964.84-02966.12] 没有问题对吧
[02966.12-02967.40] 但是分析的是
[02967.40-02969.68] 那你就一选向前半个的话正确
[02969.68-02970.92] 但是分析的是说
[02970.92-02972.64] 谈性省拉身之后
[02972.64-02973.88] 那同一边来看一下
[02973.88-02976.88] 谈性拉身之后是从这个点开始
[02976.88-02978.92] 谈性省拉身之后我会怎么样
[02978.92-02982.12] 我会先由于灌性先向下运动吧
[02982.12-02984.04] 来看一下谈性省拉身之后
[02984.04-02985.04] 我是由于灌性
[02985.04-02987.36] 我是会还是不停的向下快速走啊
[02987.36-02988.64] 因为在这个点里面
[02988.64-02990.76] 什么在还有谈刑没有完全被训织的
[02990.76-02991.96] 没有人阻止我呀
[02991.96-02994.60] 所以在这个谈刑上拉生之后我先怎么样
[02994.60-02997.44] 我先是方向确定方向是相达
[02997.44-02998.12] 相下的
[02998.12-03000.28] 而是我相下的速度有没有变慢
[03000.28-03001.04] 没有变慢
[03001.04-03003.04] 因为这时候只是到了这个零界点
[03003.04-03004.24] 什么字还没有说
[03004.24-03005.28] 失去谈刑
[03005.28-03007.76] 所以我在这里一直处在是相下的
[03007.76-03009.84] 而且相下的速度变快变慢了
[03009.84-03012.08] 相下的速度是变快的
[03012.08-03014.04] 也就是叫做相下加速
[03014.04-03015.16] 那同时来看一下
[03015.16-03017.00] 我本来就是相下的
[03017.00-03018.64] 又给了我一个加速度
[03018.64-03021.16] 那就因为这个项下和加速度这两个方向是呀
[03021.16-03022.16] 相同的
[03022.16-03024.04] 所以这有时候加速度方向是呀
[03024.04-03024.92] 向下
[03024.92-03025.96] 那同时来看
[03025.96-03027.36] 加速度方向向下
[03027.36-03027.96] 我们刚才说了
[03027.96-03029.16] 处在什么状态
[03029.88-03030.68] 处在
[03030.68-03032.00] 失重状态
[03032.00-03033.24] 一直失重了什么时候呢
[03033.24-03034.56] 我就在这不停的
[03034.56-03035.44] 飞速的项下
[03035.44-03036.32] 一直到哪呢
[03036.32-03037.72] 一直到这个点之后
[03037.72-03038.60] 省自己就
[03038.76-03039.64] 完全的怎么样
[03039.64-03040.84] 没有收缩性了
[03040.84-03042.80] 这有时候我在这个点的时候
[03042.80-03043.72] 你看我用这个笔
[03043.72-03045.04] 给大家画有言人的点
[03045.04-03045.76] 在这个点之后
[03045.76-03046.96] 我就会被这个省字怎么样
[03046.96-03049.10] 容易甩到天空当中去
[03049.10-03050.22] 那你看在这个点
[03050.22-03052.10] 我被甩到天空当中去
[03052.10-03053.76] 这是发生了一个什么样的变化
[03053.76-03055.36] 我被相伤甩了
[03055.36-03056.36] 我现在在干嘛
[03056.36-03058.24] 我现在在向上运动嘛
[03058.24-03059.36] 我向上运动
[03059.36-03060.36] 被甩了这一下
[03060.36-03061.76] 我向上的速度是怎么样
[03061.76-03063.56] 我向上的速度是从
[03063.56-03065.88] 我们所说的这个大红点开始
[03065.88-03066.80] 不断的怎么样
[03066.80-03067.88] 向上拍生的
[03067.88-03070.76] 也就是我在向上做家座运动
[03070.76-03071.68] 同时来看一下
[03071.68-03073.40] 那向上做家座
[03073.40-03074.76] 方向的相同
[03074.76-03076.56] 家座都方向有和他相同
[03076.56-03078.56] 加速度方向是向上的
[03078.56-03079.76] 我们刚才说了
[03079.76-03081.28] 加速度方向向上
[03081.28-03082.40] 处在什么状态
[03082.40-03084.48] 处在超重状态
[03084.48-03086.76] 这里面仅然处在超重状态的话
[03086.76-03087.84] 我们就知道运动员
[03087.84-03090.32] 它应该是先处在失重状态
[03090.32-03091.84] 后处在超重状态
[03091.84-03093.84] 所以A旋向一直处于超重就错了
[03093.84-03096.72] B旋向说先处于是超重不对吧
[03096.72-03099.28] 因为我是先向下作加速运动
[03099.28-03102.40] 因为省字达到A点的时候
[03102.40-03104.48] 我是不还有关性不停的加速向下
[03104.48-03106.48] 我应该是先加速向下
[03106.48-03108.72] 一个是先处在我们所说的什么状态
[03108.72-03111.28] 先处在我们所说的失踪状态
[03111.28-03112.84] 然后在失踪之后
[03112.84-03114.16] 在神子没有申做的时候
[03114.16-03115.88] 我一下子又被他优上去了
[03115.88-03118.36] 那我被他优上去之后的速度是会变大了
[03118.36-03119.72] 向上做加速
[03119.72-03121.52] 你看你向上的运动
[03121.52-03122.64] 还是什么加速
[03122.64-03125.12] 加速的话就一定是有个东西给你疊了办法
[03125.12-03127.00] 那加速度方向是向上的
[03127.00-03128.20] 这个就要超重
[03128.20-03132.00] 所以他处在先失踪后超重的这么一个状态
[03132.00-03133.72] 好这到底其实就只说
[03133.72-03135.24] 我们不用去话说了一分写
[03135.24-03136.12] 只要理解了
[03136.12-03138.12] 他怎么去做体也就OK了
[03138.12-03139.12] 所以操作和失蹤
[03139.12-03141.12] 我们去给他保住
[03141.12-03142.12] 那么来看一下
[03142.12-03145.12] 那除了我们刚才说的失蹤和操作之外
[03145.12-03146.12] 在其他利学当中
[03146.12-03147.12] 我们来看一下
[03147.12-03149.12] 生活中常见的力学现象
[03149.12-03150.12] 那首先第一个点
[03150.12-03151.12] 我们要注意一下
[03151.12-03154.12] 考察现象和他的原理的对应案
[03154.12-03157.12] 他说火车到转完处的铁鬼
[03157.12-03158.12] 一般都是外鬼
[03158.12-03159.12] 略高于内鬼
[03159.12-03160.12] 为什么呢
[03160.12-03161.12] 如果外鬼过高的话
[03161.12-03162.12] 你看他说了
[03162.12-03164.12] 可以跟火车提供一个
[03164.12-03165.12] 只像内部的相心力
[03165.12-03169.12] 像心力,那這種情況防止我們所說的火車拖鬼
[03169.12-03171.12] 也避免我們所說的吉壓變形
[03171.12-03173.12] 那他具體什麼樣呢就是這個樣子
[03173.12-03175.12] 通常來看一下火車再去轉來的時候
[03175.12-03177.12] 我們都知道火車很大嘛
[03177.12-03178.12] 如果火車很大的話
[03178.12-03180.12] 他這個時候外鬼會更高,看到沒有
[03180.12-03182.12] 這個火車是清血的
[03182.12-03183.12] 火車一大是清血的
[03183.12-03185.12] 他就會給到一個像理的力
[03185.12-03187.12] 如果說現在火車不是清血
[03187.12-03188.12] 他是平的
[03188.12-03189.12] 或者是外鬼
[03189.12-03190.12] 比較愛
[03190.12-03192.12] 那這個火車後面那個尾巴那個地方
[03192.12-03194.12] 就完全直接閃出去了
[03194.12-03196.12] 就说火车不就脱尾就很危险了嘛
[03196.12-03199.02] 所以在这里面他给到外鬼略高于内鬼
[03199.02-03200.52] 就是给他一个什么
[03200.52-03201.32] 相心力
[03201.32-03206.72] 因为现在所有的力都是相这个转安处里面去走的
[03206.72-03208.22] 而不是说往外甩的
[03208.22-03210.72] 如果说不给相心力的话那种火车就甩出去
[03210.72-03211.52] 他也没想了
[03211.52-03214.62] 所以在这里大家知道是外鬼高于内鬼
[03214.62-03218.22] 这是第一个点大家要注意对应他的原理
[03218.22-03219.72] 第二个点就是在这里
[03219.72-03222.12] 比如体路桥啊坚持形容通行
[03222.12-03224.72] 主要的原因就是火车高速形使的时候
[03224.72-03228.40] 气流会改变造成像内的稀利
[03228.40-03230.04] 然后把附近的物体捡进去
[03230.04-03231.60] 同样把这个旁边写上
[03231.60-03233.64] 就是它其实是用的就是我们所说的
[03233.64-03234.92] 博努力原理
[03238.52-03239.52] 博努力原理
[03239.52-03241.08] 这个原理的含义是什么呢
[03241.08-03242.60] 我把它写在上面了好吧
[03242.60-03244.04] 同样在旁标诊一下
[03244.04-03245.92] 这个原理就是流体
[03247.36-03249.48] 流体可能是空气这一类的
[03249.48-03252.38] 也可能是水泥的,就是流体速度越快
[03255.08-03257.42] 流体速度越快
[03258.12-03259.72] 压强越小
[03263.48-03267.14] 在这,同标准一下,这是流体速度越快
[03268.04-03271.04] 压强越小,怎么去理解呢?我们就以这个违令
[03271.04-03274.24] 你看比如说高速形使的火车或者是高铁
[03274.44-03277.44] 高速形使的火车高铁当它出战的时候
[03277.44-03279.76] 或者近戰的時候你反正是速度超久快
[03279.76-03283.84] 那他如果說這個車一旦近戰從裡面去跨的一下使過的時候
[03283.84-03285.20] 他有於速度特別快
[03285.20-03288.44] 他會把車周圍的口氣全部都帶走
[03288.44-03290.36] 那你看把車周圍空氣帶走之後
[03290.36-03293.04] 那車走過了之後原本有空氣的地方
[03293.04-03295.36] 受救空氣被帶走住沒有空氣了
[03295.36-03298.12] 換的話說他的空氣就變得非常大吸捕了
[03298.12-03299.96] 那這時候沒有空氣
[03299.96-03302.20] 或缺乏空氣的地方壓抢就會很小
[03302.20-03304.12] 那空氣是具有流動性的
[03304.12-03306.80] 他的性質能能從高壓到低壓
[03306.80-03310.84] 周圍的空气就要填補中间被火车带走空气的空缺
[03310.84-03313.84] 所有空气交往空缺的地方去聚集
[03313.84-03315.76] 如果这个时候恰好有行人
[03315.76-03317.32] 处在空气吸过出的话
[03317.32-03319.16] 它就被空气推进去了
[03319.16-03320.20] 就这个就叫做什么
[03320.20-03322.88] 就被拘入到了我们所说的这个贴回当中去
[03322.88-03325.56] 所以这个就是我们所提到的原理
[03325.56-03326.56] 就不弄力原理
[03326.56-03327.64] 不能原理的应用
[03327.64-03328.92] 第一个就是我们刚才说了
[03328.92-03331.00] 说铁路桥禁止行人通行
[03331.00-03331.80] 这是必然的
[03331.80-03333.36] 对吧当火车使过的时候
[03333.36-03333.84] 是这样
[03333.84-03335.68] 还有一个就是第二个我们常说
[03335.68-03336.96] 就是等高鐵的時候
[03336.96-03339.52] 就是高鐵要在黃線內等候
[03343.52-03344.76] 高鐵要在黃線內等候
[03344.76-03345.92] 是不是也是一個原理
[03346.08-03346.68] 那還有一個呢
[03346.68-03349.00] 就是我們經常會看到有鐵毀中的拉機
[03349.36-03351.28] 鐵毀中的拉機屬於很形成的
[03353.60-03356.08] 鐵毀中的拉機就是在這個原理之下形成的
[03356.24-03359.28] 博弄力原理流體速度越快、壓槍越小
[03359.48-03361.32] 當火車或高鐵死鍋的時候
[03361.32-03362.80] 把中間的空氣充走了
[03362.80-03365.64] 周圍的空氣到來填補中間空氣的空缺
[03365.68-03367.68] 周围有啥他就捲进去啥了
[03367.68-03370.58] 所以拉极如果这个空气附近正好拉极的话
[03370.58-03372.98] 这个里面就会被剪入到天伟当中去
[03372.98-03374.38] 这个就是我们所说的
[03374.38-03375.18] 波浓利原理
[03375.18-03376.18] 一般情况一下
[03376.18-03377.68] 就是刚才所说的这句话
[03377.68-03379.08] 就是防止吸入
[03379.08-03380.68] 或者说流体速度越快压去
[03380.68-03381.48] 也小这句话
[03381.48-03382.68] 对应这三个现象
[03382.68-03383.78] 而这三个现象
[03383.78-03384.88] 在考试当中
[03384.88-03386.68] 都考察过作为体干
[03386.68-03387.18] 然后问
[03387.18-03388.28] 他为什么要这样
[03388.28-03390.68] 把选项变成原理
[03390.68-03391.88] 要能够对应上
[03391.88-03393.58] 这个其实我们不要常见的
[03393.58-03394.98] 你看我们在等车的时候
[03394.98-03398.38] 经常就我们所说的工作人员说拿了
[03398.38-03399.78] 把说了黄先生还行外
[03399.78-03400.78] 原製在这儿
[03400.78-03403.18] 所以这是我们所提到的关于
[03403.18-03405.18] 历学相关的支持
[03405.18-03406.58] 那么做一个简单的回顾
[03406.58-03408.18] 我们在立学当中给大家讲的
[03408.18-03409.38] 三个方面的内容
[03409.38-03410.78] 第一个是牛顿定律
[03410.78-03413.38] 牛顿定律当中的第一定律和第三定律
[03413.38-03414.78] 小同们中年掌握
[03414.78-03416.58] 是在第一定律的含义和原理
[03416.58-03418.78] 大家要能够有个基本的概念
[03418.78-03420.58] 就是我们所说的
[03420.58-03422.98] 如果一个物体处在精指状态
[03422.98-03424.78] 或者是我们所说的说出在
[03424.78-03427.00] 运动状态不给他施加一个外利的话
[03427.00-03428.18] 他的状态不会变
[03428.18-03430.26] 第二一个就是他的应用
[03430.26-03431.32] 一定要对应上
[03431.32-03433.98] 第二一个点就是牛顿第三定律
[03433.98-03435.08] 牛顿第三定律就是
[03435.08-03437.20] 重力和反作力大小相等方向
[03437.20-03439.42] 相反然后会考察火箭升空
[03439.42-03441.22] 或者是上升状态的
[03441.22-03442.90] 非传当中的鱼航员
[03442.90-03446.14] 他所受到的重力和反作力大小问题
[03446.14-03447.50] 所以在这里打注意
[03447.50-03448.88] 就是牛顿三定律
[03448.88-03451.18] 牛顿除了有三地学定律之外
[03451.18-03452.34] 还有万有眼睛定律
[03452.34-03453.24] 万也也定律了
[03453.24-03455.28] 我们在考试当中运用就两个
[03455.28-03459.20] 第一个大家知道海王星通过班业眼里的计算发现
[03459.20-03462.72] 第二就是会考天体之间的运气形
[03462.72-03464.92] 为什么天体之间能够违到相互转
[03464.92-03466.28] 那原因就是因为
[03466.28-03467.32] 万有点理定率
[03467.32-03468.84] 那它的注意下这是
[03469.32-03470.60] 第二个
[03470.60-03471.88] 那第三一个方面呢
[03471.88-03473.72] 就是我们在这里提到了其他理许
[03473.72-03475.72] 重点就是在于摩擦力
[03475.72-03477.28] 影响摩擦力的因素
[03477.28-03479.36] 打注意下压力和粗糙程度
[03479.36-03482.04] 尤其这个粗糙程度是会经常会考案例
[03482.04-03482.84] 打注意下
[03482.84-03484.48] 第二就是杠耳原理
[03484.48-03486.12] 杠耳里大家能够知道
[03486.12-03488.48] 杠耳里它的提出者和它的
[03488.48-03492.48] 我们所说的理论发现者和理论提出者是两个人
[03492.48-03494.04] 大家一定要知道对有谁
[03494.04-03495.32] 第二一个就是在这里面
[03495.32-03498.68] 我们要通过杠耳原理它的一个公式
[03498.68-03501.60] 分出来了 手里杠耳 肺里杠耳 等地杠耳
[03501.60-03504.04] 在这里我们所提到的等地杠耳
[03504.04-03505.92] 天铁和定环罗儿
