[00000.00-00005.00] 讲完练学之后,我们再来开一下第二个问题,就是光血
[02415.26-02415.94] 同们注意一下
[02415.94-02418.06] 当光线透过偶逃境的时候
[02418.06-02419.38] 正常的光线
[02419.38-02420.14] 它会怎么办
[02420.14-02421.02] 正常的光线
[02421.02-02422.62] 它应该是严纸线传播的
[02422.62-02424.86] 但是由于偶透经它的特性
[02424.86-02428.42] 你会发现原本应该延纸现传播的这个光
[02428.42-02429.14] 怎么样
[02429.14-02431.86] 它的向外浮射的范围变大了吧
[02431.86-02435.34] 所以在这个过程当中你看光是不是都被发散出去了
[02435.34-02439.86] 所以偶透经的作用在于是不在于巨光而在于散光
[02439.86-02443.06] 而它散光那它的应用就应用在什么呢
[02443.06-02444.70] 就是在进时经常
[02446.94-02449.06] 就是在进时眼间的应用上
[02450.06-02452.06] 我们标准一下是进时经常
[02452.62-02462.98] 这是Auto 竟然说老是Auto 竟然他怎么绝于用他的散光的作用呢
[02462.98-02467.06] 就简单例子说比如说这是我们的眼球正常眼球
[02467.06-02468.54] 他应该是这个形状的
[02468.54-02470.42] 眼球前面有一个金状体
[02470.42-02472.90] 这个金状体他就相当于一个方大性
[02472.90-02474.82] 或者相当于一个Tuto 竟
[02475.82-02477.26] 这是我们的眼球 对吧
[02477.26-02480.54] 而眼球的后方这个就是是往模儿
[02482.62-02495.74] 正常情况下我们看,正常情况下到外面有一个光打下我们的眼睛说这个光,或者这个物体,散烫出来的光投射到我们眼睛的时候,这个是我们的精装体,对吧?
[02495.74-02506.22] 而精装体你看,它和这个吐吐精的形装一样,所以精装体它一定会巨光,最终巨焦到什么上呢,巨焦到是往模上,在是往模上呈现一个清晰的像。
[02506.22-02509.80] 这个是不是我们所说的正常眼睛没进行之前
[02509.80-02512.58] 但如果一个人他进去了之后会发生什么情况
[02512.58-02513.34] 他注意一下
[02513.34-02516.46] 一个人进去之后他的眼球会变成
[02517.74-02519.54] 这个绿色可能就是我
[02519.54-02523.12] 因为我就进去这个绿色可能就是这个进去的眼球
[02523.38-02524.46] 同样来看一下
[02524.46-02527.72] 绿色他是一个进去的眼球的形状
[02527.72-02529.38] 你看当眼球变成的时候
[02529.38-02531.06] 他的射魔是会厚疑的
[02531.82-02534.64] 现在绿色的一条线就是失望魔
[02534.64-02537.00] 但是同位你看一下是往模后遗了
[02537.00-02539.24] 但是金状体的厚度有没有变
[02539.24-02540.80] 金状体的厚度没有变
[02540.80-02543.48] 原本是当于数光打到金状体的时候
[02543.48-02546.52] 这个金状体还是在原本的地方居交
[02546.52-02548.76] 看到没有还是在原本的地方居交
[02548.76-02552.12] 如果在原本的地方居交之后还没有成像到是往模上
[02552.12-02553.64] 这个居交的光又怎么办
[02553.64-02554.64] 又算开了
[02554.64-02557.72] 最后头在是往模上就不是一个居交的点了
[02557.72-02560.44] 大家应该有进程的同学跟我有同样的感受
[02560.44-02562.20] 你再一下来眼睛就在看那个东西
[02562.20-02563.68] 这种稍微有一点看不清
[02563.68-02564.56] 而且它是
[02564.56-02566.56] 不知道是不是有点重点的这种感觉
[02566.56-02567.04] 对吧
[02567.04-02568.36] 所以你看在这种情况之下
[02568.36-02571.28] 就是原本的这个已经拒绕好的图像
[02571.28-02573.04] 因为眼球太长了
[02573.04-02574.04] 到了色谋模的时候
[02574.04-02575.28] 它又算开了
[02575.28-02576.56] 那你看这种情况之下
[02576.56-02578.00] 在坚持的这种情况之下
[02578.00-02579.28] 它的成像有些什么
[02579.28-02582.72] 就是因为你的眼睛提前拒光了
[02582.72-02584.12] 就是还没有走到色谋模
[02584.12-02584.84] 你就拒光了
[02584.84-02586.40] 是不是拒光能力太强了
[02586.40-02587.80] 那这种时候想让它在
[02587.80-02589.44] 色谋模上拒光能打扮
[02589.44-02590.36] 你现在想让它在
[02590.36-02593.16] 在社網上居光一無非你就兩種方法
[02593.16-02594.16] 什麼方法呢
[02594.16-02596.96] 第一種方法就是你的金融體可以瞧解一下
[02596.96-02598.44] 你現在不是這麼厚嗎
[02598.44-02599.64] 居光能力太強了嗎
[02599.64-02601.08] 就可以把金融體大薄了
[02601.08-02602.44] 那你把金融體大薄的話
[02602.44-02603.44] 你這個時候就要什麼
[02603.44-02604.44] 就要繼續手術
[02604.44-02606.32] 所以接著手術他怎麼樣能夠
[02606.32-02607.88] 說讓你看東西不要清晰
[02607.88-02610.00] 他不是讓你的眼球恢復形狀了
[02610.00-02613.00] 而是在這裡面是把你的金融體給你打薄了
[02613.00-02614.00] 所以金融體大薄
[02614.00-02615.92] 那這個時候變薄了成像能
[02615.92-02617.04] 居光能力變弱了
[02617.04-02618.60] 就可以居膠在社網上了
[02618.60-02621.80] 又或者像現在很多技术書在什麼做那種
[02621.80-02624.28] 跟經常體力沒放了什麼東西的這種
[02624.28-02624.80] 對不對
[02624.80-02626.12] 這個就是我們所說的
[02626.12-02628.60] 在經常體制化下冷章做技术書
[02628.60-02630.24] 但我不願意做技术書
[02630.24-02631.44] 那你還有另外一種方法
[02631.44-02633.12] 就是配帶進去眼睛
[02633.12-02635.08] 你不是圓的你的眼球
[02635.08-02636.60] 居光能力太強了嗎
[02636.60-02638.08] 那這種情況之下我可以怎麼辦
[02638.08-02638.52] 你看
[02638.52-02641.12] 我就可以讓這個居光變緩一點
[02641.12-02643.08] 你比如說這個光是這麼過來的
[02643.08-02644.28] 正常情況之下
[02644.28-02645.68] 應該是眼指線傳播
[02645.68-02648.32] 然後到這個經常體上再後面呈現
[02648.32-02651.72] 我现在给你放个偶透镜让它发散一下
[02651.96-02654.32] 发散一下让它的居光最后变慢
[02654.52-02656.52] 最后再到眼球这个地方
[02656.52-02657.92] 是要墨上成像就可以了
[02658.12-02660.92] 所以你给它带一个偶透镜就可以还记这种情况
[02661.12-02663.52] 所以我一般想说偶透镜它有一做什么
[02663.72-02665.12] 它有一做进士眼镜
[02665.32-02666.12] 原来你就在这儿
[02666.32-02668.32] 这是它的一个拥用大主意
[02668.52-02669.52] 这是透镜
[02669.72-02671.32] 所以透镜的大家注意下
[02671.52-02672.72] 偷偷镜和偶透镜
[02672.92-02674.72] 它无论是居光还是散光
[02674.72-02676.92] 它本身上它的原理是什么
[02676.92-02678.58] 它的原理是指揮涉
[02680.76-02682.56] 它的原理是折涉 明白了吧
[02682.56-02684.60] 但是还有两个镜子和它很像
[02684.60-02685.56] 什么镜子呢
[02685.56-02687.16] 一个是通面镜
[02689.80-02690.96] 通面镜啥样
[02690.96-02692.76] 通面镜就是这种全面镜
[02692.76-02694.00] 这是骨出来的这种
[02694.00-02695.48] 他们来看一下这是我在这
[02695.48-02697.44] 大家在石头路口转发的地方
[02697.44-02699.56] 什么经常能够看到这样的一个镜子
[02699.56-02701.16] 或者是大家那个车
[02701.16-02703.40] 大家的那个大家的马上拉丁
[02703.40-02705.00] 大家的什么保马
[02705.00-02705.92] 什么的车
[02705.92-02707.16] 这是你们的柜车
[02707.16-02709.84] 大家那个车的厚势性
[02709.84-02712.24] 或者不是厚势的车窗外面的竞软
[02712.24-02713.76] 就是像想两个小耳朵
[02713.76-02715.08] 但有没有发现竞鸿子
[02715.08-02716.24] 它那个竞面是怎么样
[02716.24-02717.48] 有点骨出来的
[02717.48-02718.88] 或者有很多人现在
[02718.88-02719.92] 就是为了扩大事业
[02719.92-02721.92] 在现在小耳朵竞轮上
[02721.92-02723.20] 放了个小圆圈
[02723.20-02724.20] 放了小圆圈
[02724.20-02725.72] 圈是往外突的
[02725.72-02727.72] 这个就是我们所说的突面竞
[02727.72-02728.96] 突面竞的做ings是什么
[02728.96-02730.32] 大致一下突面竞
[02730.32-02732.48] 它有很好的这种算光的作用
[02732.48-02734.96] 于是当光打在这个突面竞上的时候
[02734.96-02736.84] 原本应该是正常反射
[02736.84-02738.52] 但现在反射的范围变大了
[02738.52-02741.92] 这个时候它起到做的就是散光的作用
[02741.92-02743.60] 这个散光的作用
[02743.60-02745.20] 大家注意一下它的一个应用
[02745.20-02748.52] 就是在于我们所说的实责路口
[02749.60-02751.08] 实责路口
[02751.08-02752.88] 这个静子
[02752.88-02754.28] 或者是大家的什么
[02754.28-02757.16] 或者是大家叫车当中的静子
[02757.16-02758.24] 就是后世静
[02758.24-02759.12] 好吧
[02759.12-02760.12] 不是车内的
[02760.12-02762.24] 是车外的小耳朵
[02762.24-02763.12] 后世静
[02763.12-02767.28] 那像这个镜子的话,大家注意一下,他们放通面镜的意识是吗?
[02767.28-02771.76] 是不能看的,放在更大,所以它的作用就在于扩大试译
[02774.08-02777.84] 好,再课大试译,所以大家注意一下,这是我们所说的,通面镜
[02777.84-02784.12] 那有通面镜就有欧面镜,通面镜就是求面镜,还有欧面镜,不知道大家没有见过啊
[02784.12-02788.28] 歐麵金最為長件其實就是手電筒的燈碗
[02788.28-02790.24] 手電筒的燈碗是這樣的
[02790.24-02792.44] 就是以前的手電筒的燈碗
[02792.44-02793.36] 現在應該是這樣
[02793.36-02795.76] 但是我沒有注意到現在就手電筒啥樣
[02795.76-02797.00] 好久不用了
[02797.00-02799.28] 這個手電筒燈就是這是燈胖
[02799.28-02800.52] 你看這個燈胖
[02800.52-02802.36] 它其實是這個光
[02802.36-02804.56] 其實是打在這個燈碗上
[02804.56-02807.08] 然後打在這個燈碗上之後再反射出去的
[02807.08-02807.48] 對吧
[02807.48-02809.12] 所以你看這個光應該是洗
[02809.12-02810.88] 本來如果沒有這個燈碗的話
[02810.88-02812.88] 它應該是一言直線傳播色出去
[02812.88-02817.44] 但有了灯尔之後,它這個光怎麼樣,有一些巨龍的效果在。
[02817.44-02820.28] 所以我們就能看到,突面景它的作用是什麼?
[02820.28-02826.48] 突面景它的作用就是巨光,它正好和透晶反過來了。
[02829.28-02835.32] 最常見的手電桶的灯尔,不然手電桶那個光,軍人應該是全面發散出去,
[02835.32-02837.96] 但是你看到中間有一輸非常強的光,對吧?
[02837.96-02840.80] 那就是一位突面鏡巨光導致的結果
[02840.80-02843.00] 所以是手電桶的燈碗
[02843.00-02844.24] 這是一個
[02844.24-02845.78] 還有一個就是
[02845.78-02847.04] 台有能造
[02851.28-02852.16] 台有能造
[02852.16-02854.52] 那這些都是我們所說的巨光的作用
[02854.52-02856.68] 但是這個巨光大舟下無論是
[02856.68-02858.04] 突面鏡還歐麵鏡
[02858.04-02859.92] 它本身不是折瘦
[02859.92-02860.92] 它本身是什麼
[02860.92-02863.04] 它本身是反射原理
[02864.32-02865.36] 大家一定要注意
[02865.36-02866.56] 它本身是反射原理
[02866.56-02868.32] 这两个点非常重要
[02868.32-02871.00] 而且在考试当中也去分过他们
[02871.00-02872.36] 所以在这里带着注意下
[02872.36-02876.04] 这是在我们讲的第三个哲设这里面
[02876.04-02878.24] 把这两个细节拿出来给到大家
[02878.24-02879.76] 这是我们所说的叫做
[02879.76-02882.72] 拖拖紧和拖欧面景
[02882.72-02883.80] 看不见的区别
[02883.80-02885.52] 这是在哲设当中的第一个
[02885.52-02887.28] 需要我们展开去掌握的
[02887.28-02888.76] 第二个需要展开去掌握的
[02888.76-02890.16] 就是我们所说的
[02890.16-02891.00] 才红
[02891.00-02894.20] 大家现在看着才红都比较喜欢许愿
[02894.20-02896.08] 在这里面我们需要掌握的是啥呢
[02896.08-02897.00] 掌握彩虹啊
[02897.00-02898.44] 要从这么几个角度去掌握
[02898.68-02899.08] 第一个呢
[02899.08-02900.84] 大家知道彩虹的颜色分布
[02901.04-02901.40] 彩虹
[02901.40-02902.08] 你还有在这里
[02902.08-02903.32] 大家发化了一个图
[02903.48-02904.28] 不是我化的
[02904.48-02905.64] 被她找了一个图片
[02905.64-02906.48] 我化出来
[02907.00-02908.44] 大家来看一下这个图啊
[02908.56-02909.28] 这个图当中
[02909.28-02910.08] 这个彩虹的颜色
[02910.08-02911.68] 从最外似到最底圈
[02911.80-02912.52] 因为能看到
[02912.52-02913.60] 最外似红色
[02913.72-02914.80] 红城黄绿
[02915.00-02915.56] 蓝
[02915.76-02916.60] 变子
[02916.60-02916.96] 对吧
[02916.96-02918.36] 这是我们能看到的这种
[02918.36-02919.24] 彩虹的颜色
[02919.36-02920.80] 所以彩虹颜色的分布
[02920.80-02921.68] 大概注意下
[02923.20-02923.80] 分布
[02923.80-02925.12] 应该是颜色分布
[02926.08-02929.42] 彩虹的颜色分布
[02931.92-02938.68] 从外之内,他的颜色应该是红城黄绿蓝电子
[02938.68-02942.16] 我就不全写了,大家知道一定是从外之内的颜色
[02942.16-02944.24] 是红城黄绿蓝电子,这是彩虹
[02944.24-02946.52] 从这个图片当中,你能够看得出来
[02946.52-02948.16] 对吧,这是第一个,需要大家掌握了
[02948.16-02951.56] 第二个就是,这么好看的颜色,它到底怎么来的呢?
[02951.56-02954.80] 大主意,第二个我们要掌握彩虹的形扯
[02954.80-02959.14] 彩虹他的形成,其实就是之前我们所说的三冷静实验,对吧
[02959.14-02967.34] 但在这里面,我们除了三冷静实验之外,我还要更加细制的去看一下,它具体是经过几次反射几次则色形成的
[02967.34-02972.04] 假设现在是与后当中的空气,与后大都知道空气当中
[02972.68-02976.04] 有很多的小水滴,水珠特别多
[02976.04-02984.76] 空气是一种接着,水滴是另外一种接着,所以当光线,从空气进入到水滴的时候,一看这是空气
[02984.76-02986.00] 这是水
[02986.00-02988.60] 光线从空气进入到水滴的时候
[02988.60-02990.28] 你看它就会发生什么
[02990.28-02992.36] 它就会发生天哲
[02992.36-02993.72] 我偏的大一点
[02993.72-02996.72] 这种偏哲就叫做折瘦
[02996.72-02999.44] 所以原本进入到我们所说的
[02999.44-03001.84] 小水滴当中的光就发生了折瘦
[03001.84-03003.84] 就变成了我所话的折瘦路线
[03003.84-03007.52] 但是在水滴里面是否同路接着都是水
[03007.52-03011.44] 所以这个光就会在水滴当中又发生一次反射
[03011.44-03012.92] 反射到这个界面的时候
[03012.92-03014.92] 他就说了,哎,角度差不多了该出来了
[03014.92-03016.12] 那开拥到了见面
[03016.12-03017.52] 里面是水外面是空气
[03017.52-03018.92] 不同阶纸传播
[03018.92-03021.62] 说出来光泄和发生偏折一会发生折瘦
[03021.62-03023.62] 而这个时候恰好,你的眼睛在这
[03023.62-03026.12] 他就会在这个地方给你形成彩虹
[03026.12-03028.02] 所以所谓的彩虹的形成你看
[03028.02-03031.12] 是第一次进入到水滴发生了第一次折瘦
[03031.12-03031.92] 对吧,这个点
[03031.92-03033.82] 然后在第二个点这个地方
[03033.82-03035.32] 在水内发生了反测
[03035.32-03036.72] 在第三个点这个地方
[03036.72-03039.52] 是说要出水滴又发生了折瘦
[03039.52-03041.92] 所以两个点,两次折瘦
[03041.92-03043.76] 中间这个点一次反射
[03043.76-03044.90] 所以彩虹的形成
[03044.90-03046.36] 同时在旁边标主一下
[03046.36-03050.84] 是一次反射两次指揮设形成的
[03052.84-03054.20] 然后一次反射
[03054.46-03059.56] 两次指揮设形成
[03060.16-03061.92] 这个是我们所说的
[03061.92-03063.68] 它的具体形成
[03063.68-03066.20] 一到注意一次反射两次折射
[03066.20-03067.48] 这是它的形成
[03067.48-03069.16] 第三个需要我们找味道就是
[03069.16-03071.52] 我们经常看到彩虹它在哪呢
[03071.52-03072.84] 他在天上的位置
[03072.84-03074.20] 彩虹的位置大概注意一下
[03074.20-03076.84] 彩虹位置是与太阳相反的
[03076.84-03078.32] 这个地方考察过
[03078.32-03079.52] 施的位置考察过
[03079.52-03081.36] 当时考察体目说
[03081.36-03082.52] 在暴暖十分
[03082.52-03084.24] 托来下期的大暴雨
[03084.24-03086.36] 暴暖十分雨过天前之后
[03086.76-03087.56] 他就会问
[03087.56-03091.56] 那下令关于彩虹的位置说法正确的是
[03091.56-03094.28] 然后就给到了什么东边南边西边北边
[03094.28-03096.92] 那么说了彩虹的位置和太阳是怎么样
[03096.92-03098.20] 和太阳是相反的
[03098.20-03100.00] 暴暖十后形成彩虹
[03100.00-03103.72] 包了的时候太阳在西边那彩红竟应该在天的东标
[03103.72-03105.32] 所以在这里面大家知道
[03105.32-03107.60] 它是与太阳的方向相反的
[03107.60-03109.00] 这是第3个点
[03109.00-03110.72] 灌彩红还有第4个点
[03110.72-03111.64] 大家要注意一下
[03111.64-03113.76] 大家也没有见过双圈彩红
[03114.28-03115.36] 双一层目特别好看
[03115.36-03117.64] 就是逐彩红后面外面还有一层彩红
[03117.64-03120.08] 这种就叫做双圈彩红
[03120.08-03122.20] 这双彩红外面这种彩红
[03122.20-03123.20] 它称着为啥呢
[03123.20-03124.04] 它就做尼
[03126.64-03127.64] 它就做尼
[03127.64-03129.64] 它就是彩红的紫妹片
[03129.64-03131.94] 关于这个你大家一定要注意一下
[03131.94-03135.02] 它其实有三个细节的点要和强务做对比
[03135.02-03137.20] 第一个就是你的颜色分布
[03137.20-03140.72] 你的颜色的分布正好和彩虹是反过来了
[03140.72-03144.56] 彩虹有外之内是分别是红城黄绿蓝电子
[03144.56-03148.84] 而它是掉来是子蓝青绿黄城红
[03148.84-03150.36] 所以第一个大家知道
[03150.36-03156.46] 你的彩虹的颜色分布和颜色分布和彩虹的颜色分布是相反的
[03156.46-03157.54] 这是第一个点
[03157.54-03160.34] 第二就是你一趟形成
[03160.34-03163.24] 就会采虎有一些像它又不全一样
[03163.24-03164.26] 咱们来看一下
[03164.26-03166.94] 我们刚才说了,我用从坏一次
[03166.94-03169.42] 咱们刚才说了,这个地方是空气当中的水底
[03169.42-03170.42] 外面是空气
[03170.42-03172.34] 所以当光照射进来的时候
[03172.34-03174.90] 光就会在这里发生一次反射
[03174.90-03176.34] 发生一次反射
[03176.34-03178.74] 然后再发折射,然后再出来
[03178.74-03179.94] 这是采虎形成
[03179.94-03183.54] 但是由于在空气当中的太阳光
[03183.54-03184.94] 它是四面八方的
[03184.94-03186.74] 它怎么角度收入得多有
[03186.74-03190.02] 所以如果說現在涉入到水滴當中的這個
[03190.02-03191.78] 坦光講是綠色的
[03191.78-03193.86] 這個坦光由於入涉角度的時候
[03193.86-03196.90] 它會在水滴當中形成一次反射
[03196.90-03198.58] 再形成一次反射
[03198.58-03200.98] 然後最後再形成折涉
[03200.98-03201.86] 再出來
[03201.86-03203.06] 一次反射
[03203.06-03204.98] 再形一次反射兩次反射
[03204.98-03206.58] 再形成一次反射之後
[03206.58-03210.10] 然後它在這個過程當中進入到這個裡面
[03210.10-03212.98] 第一次進入到發射了反射
[03212.98-03215.54] 在這反射之後又發射了一次反射
[03215.54-03217.14] 这个 从调
[03217.14-03218.64] 用发生了一次反射
[03218.64-03219.88] 然后这个光线怎么样
[03219.88-03221.82] 采从水滴当中出来
[03221.82-03223.48] 你看这个时候到这个结尾
[03223.48-03224.04] 什么呢
[03224.04-03227.32] 当这书入射角度比较特殊的光
[03227.32-03229.62] 经过零件面的时候发生了一次折射
[03229.62-03232.26] 在水滴当中发生了一次反射
[03232.26-03234.28] 用发生了第二次反射
[03234.28-03236.78] 之后采从零件面射出了呢
[03236.78-03238.08] 射出了水滴
[03238.08-03240.04] 所以在这里面我们就能够看到
[03240.04-03241.64] 我们所说的这个你
[03241.64-03242.68] 它的形成
[03242.68-03245.24] 是比采红多了一次反射
[03245.24-03248.64] 彩虹武官的说的是一次版社两次折瘦
[03248.64-03249.62] 而这个泥呢
[03249.62-03252.04] 它就是两次反射
[03254.52-03256.48] 两次折瘦
[03256.48-03258.44] 所以这就解释了为什么
[03258.44-03265.04] 它的彩虹的光和彩虹的光是怎么样相反的
[03265.04-03266.48] 这么就是一个静面
[03266.48-03266.88] 对吧
[03266.88-03268.60] 所以你看它们两个就是一个静面
[03268.60-03271.16] 所以在这里面红城黄律青蓝子
[03271.16-03273.48] 这边就是子蓝青岳
[03273.48-03274.32] 黄成红
[03274.32-03276.36] 所以在这个地方大家一定要注意一下
[03276.36-03277.48] 这是我们所说的
[03277.48-03279.04] 正好就是一个经面反应
[03279.04-03281.24] 所以在这里就是多了一次反射
[03281.24-03283.80] 所以在这我们招注意下是两次反射
[03283.80-03285.64] 两次折瘦形成的
[03285.64-03287.72] 这是我们所说的它的形成
[03287.72-03289.44] 第三个点就大家知道
[03289.44-03290.12] 这个你
[03290.12-03291.84] 它其实是在我们所说的
[03291.84-03294.00] 水里没有多发生了一次反射
[03294.00-03295.20] 没反射一次
[03295.20-03297.08] 对于光就会剧弱一次
[03297.08-03298.84] 所以这个你的颜色
[03298.84-03299.84] 它会更淺
[03299.84-03305.72] 颜色,它会更淡,或者是更淺
[03305.72-03309.06] 所以这是有关于你,大家需要掌握的,它的内容
[03309.06-03311.36] 所以到这,我们就说这么多
[03311.36-03315.20] 这是我们所给到的关于彩虹,它身上的四细节
[03315.20-03318.28] 这四细节需要同行做重点掌握
[03318.28-03321.60] 这是我们所说的光的折瘦光的折瘦
[03321.60-03325.80] 说光的折瘦之后,光学当中还有一个光的散射
[03325.80-03329.60] 光的散射,光通过不均匀的戒指的时候
[03329.60-03333.14] 有一部分光會偏離原來的傳播方向的現象叫善設
[03333.14-03335.40] 這個原理不重要 主要是它的應用
[03335.40-03339.60] 大家知道這個應用標場件的就是我們經常能夠看到天空事籃的
[03339.60-03341.00] 我們說了這個光
[03341.00-03342.48] 它是我通過三龍鏡的話
[03342.48-03344.92] 它應該是紅城黃綠清籃子
[03344.92-03347.40] 那為啥就只剩下了我們所說的籃光了
[03347.40-03348.88] 天空為啥就是籃的呢
[03348.88-03353.76] 就是因為光通過大氣草的時候大氣草散步是不均人
[03353.76-03357.84] 所以在大氣草通過這個我們所說大氣草不均人的借職的時候
[03357.84-03358.92] 有很多的光
[03358.92-03359.96] 就被散掉了
[03359.96-03362.12] 就是这种情况下偏离了
[03362.12-03362.92] 被散掉了
[03362.92-03364.30] 我们所说的留下的这个
[03364.30-03366.48] 狼光就是的天空城蓝色
[03366.48-03367.92] 它的原理和谁一样呢
[03367.92-03370.40] 它的原理和棒碗的火烧源是一样的
[03370.40-03371.42] 所以大家标注一下
[03371.42-03372.12] 圈一
[03372.12-03374.24] 就清天使天空城蓝色
[03374.24-03375.00] 只第一个点
[03375.00-03377.88] 第二个点就是我们所提到的标注圈
[03377.88-03379.72] 在30当中还有另外一个用就是
[03379.72-03380.92] 钉胆儿效应
[03380.92-03381.92] 这个钉胆儿效应
[03381.92-03383.72] 大家在避战经常刷视频的说什么
[03383.72-03384.48] 大耳门效应
[03384.48-03385.28] 打厉员效应
[03385.28-03386.92] 大家开玩笑的那个对吧
[03386.92-03387.92] 就钉胆儿效应
[03387.92-03388.72] 钉胆儿效应
[03388.72-03391.64] 被称为叫做圣光或者叫E-SOO之光
[03391.64-03394.86] 主要原因就是当光线透过空气的时候
[03394.86-03397.82] 由于空气当中它很多的交体和灰沉
[03397.82-03400.74] 所以你看当光线打向这些交体的时候
[03400.74-03402.82] 就会形成一道光的通路
[03402.82-03404.60] 就是我们在图片当中所看到
[03404.60-03406.36] 是我们看到光的路线
[03406.36-03407.92] 这个线向就叫什么
[03407.92-03409.06] 丁大尔线向
[03409.06-03411.26] 所以丁大尔线向大家注意一下
[03411.26-03412.82] 它形成光的通路
[03412.82-03415.00] 它是由光的赛社形成的
[03415.00-03416.20] 所以在赛社当中
[03416.20-03418.16] 其实就掌握这两点就够了
[03418.16-03419.78] 那这是我们所说的光
[03419.78-03422.72] 那到这我就把整个光的内容给大家输立完了
[03422.72-03424.04] 咱们来简单回顾一下
[03424.04-03425.92] 人第一个我们了解了光的本质
[03425.92-03427.76] 我们说了光是不是一种例子呢
[03427.76-03428.76] 它不是例子
[03428.76-03430.88] 它是一种电磁波对吧
[03430.88-03433.66] 它是由光子或者是光量子主乘的
[03433.66-03435.96] 而这个是由于科学研究发现的
[03435.96-03437.48] 而我们所说的这个光
[03437.48-03440.04] 它就有一个非常明显的科学叫做玻璃二象性
[03440.04-03441.88] 就是它一方面像例子一样
[03441.88-03445.60] 这个就可以解释为什么光言直线传播光有
[03445.60-03447.16] 赛社和反社的情况
[03447.16-03448.48] 但是第2个就是光了
[03448.48-03449.40] 它是一种波
[03449.40-03451.36] 它还是就有一定的波动性的
[03451.36-03453.52] 所以在这里面就有了波力二向性
[03453.52-03454.76] 所以在波力二向性当中
[03454.76-03456.68] 咱们讲了三个例子
[03456.68-03457.60] 那今天还记得吧
[03457.60-03459.40] 就是有于光的波动所道程的
[03459.40-03461.32] 第1个就是我们所提到了
[03461.32-03462.00] 这个
[03462.00-03462.96] 肥造胖
[03462.96-03465.04] 在太阳底下是成五也六色的
[03465.04-03466.88] 第2个没想到看着电子说
[03466.88-03467.92] 在三点间
[03467.92-03469.36] 第3个就是我们所说的
[03469.36-03470.44] 一个光线
[03470.44-03472.16] 它通过不同名的
[03472.16-03474.40] 这个屏幕的时候
[03474.40-03476.00] 这时候会形成一个光班
[03476.00-03478.82] 对吧 那这个都是由于波动所产生的
[03478.82-03482.14] 这是我们所说的这三个例子大家要注意一下啊
[03482.92-03484.44] 三个案例啊三个案例
[03484.44-03486.76] 这第一个我们要知道这是光的
[03488.04-03491.72] 它的本质啊那第二个是光它会传播它有速度
[03491.72-03497.00] 光的速度是3成是的8字方米美秒或者是2.9成是的8字方米美秒
[03497.00-03498.28] 这样说话都有
[03498.28-03504.24] 第三个就是光在真空当中传播一年的走过来的距离就叫做光念
[03504.24-03506.24] 所以大家知道光年是长路单位
[03506.24-03507.06] 这是光
[03507.06-03508.58] 我们了解了什么是光之后
[03508.58-03510.20] 我们就把光机行了分类
[03510.20-03512.72] 我们把光分类可见光和不可见光
[03512.72-03514.28] 可见光可以看到的
[03514.28-03515.92] 要知道它的地坚的数学
[03515.92-03517.68] 不可见光入眼看不到
[03517.68-03519.34] 但是我们应该知道
[03519.34-03520.68] 它其实是真实的光
[03520.68-03522.68] 最常见的红外线子兰线
[03522.68-03524.14] 红外线的位置
[03524.14-03525.24] 就就红光最近
[03525.24-03526.20] 子兰线的位置
[03526.20-03527.20] 就就紫光之间
[03527.20-03527.88] 第二一个
[03527.88-03530.44] 红外线和子兰线它的应用
[03530.44-03532.40] 它的应用就是在于
[03532.40-03534.62] 他可以用来杀军 对吧
[03534.62-03537.20] 还可以用来促进人体为生肃地的合成
[03537.20-03539.24] 一定要知道他如果用来杀军的时候
[03539.24-03541.04] 他不同于酒精
[03541.04-03542.42] 那这是光的分类
[03542.42-03544.72] 那这样的象就提到了光的传播
[03544.72-03546.72] 光的传播第一个直线传播
[03546.72-03547.72] 那杀好说的
[03547.72-03549.48] 同门长屋主席个细节就行了
[03549.48-03552.48] 就是小孔成像以及日时和月时
[03552.48-03553.40] 大家注意一下
[03553.40-03555.56] 那第二个就是光的反射
[03555.56-03557.96] 光的反射的是光透过一个
[03557.96-03559.56] 我们所说的反射面之后
[03559.56-03562.50] 光線它的一個傳播路線發生的變化
[03562.50-03565.16] 如果反射面光滑就叫靜面反射
[03565.16-03567.96] 如果反射面不光滑就叫做慢反射
[03567.96-03570.56] 靜面反射長間的只有一個方向
[03570.56-03572.10] 那同樣需要在這裡知道
[03572.10-03574.02] 前黨同波裡和前方靜
[03574.02-03575.46] 這兩個比較喜歡靠
[03575.46-03576.70] 慢反射就是
[03577.08-03579.16] 反射面表面、奧突不平
[03579.16-03580.76] 光就顏四面八方去走
[03580.76-03583.26] 那這種時候光顏四面八方射去
[03583.26-03585.16] 最外長間的電源的木部
[03585.16-03586.76] 以及我們所說的透明的木部
[03586.76-03587.96] 對吧這是反射
[03587.96-03588.86] 有反射面
[03588.86-03592.34] 如果说现在一光线从一个戒指
[03592.90-03594.58] 投向另一个不戒指的时候
[03594.58-03597.30] 就是由空气到水里就会发生折瘦
[03597.30-03598.58] 所以在折瘦的时候
[03598.58-03599.30] 我们就讲了
[03599.30-03600.70] 突透进和奥透进
[03600.70-03602.06] 以及它和突面进
[03602.06-03604.26] 有奥面进的直接的应用和区别
[03604.26-03605.70] 这个点一定要注意
[03605.70-03606.98] 注意一下它的机里
[03606.98-03608.42] 以及它的具体案例
