[00000.00-00002.68] 我们看完了生物技术我们再来看一看
[02287.12-02290.96] 我们来看一下这个合列变的呢?他主要运用在哪里放面上
[02291.22-02293.78] 首先,同时标准一下,第一个就是我们所说的
[02294.04-02295.56] 合电站,合电站
[02295.82-02298.64] 合电站发电,他其实就是合列变的又过程
[02298.90-02303.76] 我不知道大家没有在网上具体地去看过,合电站发电,他的具体情况
[02303.76-02306.12] 它核電站啟動內刻
[02306.12-02308.24] 它釋放能量
[02308.24-02311.88] 它看起來它的光是藍色的
[02311.88-02312.86] 有一點像什麼
[02312.86-02315.24] 有一點像我們看的那種刻觀電影裡面
[02315.24-02317.40] 就像會提到什麼魚種魔方
[02317.40-02319.28] 就有點那種藍方塊的那種藍
[02319.28-02320.88] 所以它一開始啟動的時候
[02320.88-02322.76] 它就會變成藍色
[02322.76-02324.36] 這時候我們所說的
[02324.36-02325.60] 核電場開發電了
[02325.60-02327.08] 它發電的過程當中
[02327.08-02328.08] 我們標準一下
[02328.08-02331.16] 發電過程當中是把核轉化成內
[02331.16-02332.96] 然後在通過熱來怎麼樣
[02332.96-02334.28] 在通过热来发电
[02334.28-02336.78] 所以核电核电不是直接把核能变成电
[02336.78-02340.28] 而是中间先转发成内脑再转发电脑
[02340.28-02342.72] 这是我们所说的有关于核电战
[02342.72-02343.84] 这是第一个电
[02344.72-02345.72] 核电战发电
[02345.72-02349.52] 第二个就是我们现在核电发电
[02349.52-02351.16] 它是一种新闻元技术
[02351.16-02353.44] 就因为它没有普遍使用
[02353.44-02355.68] 现在更多的还是运用的是什么的
[02355.68-02358.68] 还是运用的是我们所说的水电和火电
[02358.68-02361.36] 所以在这里说水电和火电还有核电
[02361.36-02362.56] 被称之为叫做
[02362.56-02364.86] 世界能源到三大之处
[02364.86-02365.64] 所以这是
[02365.64-02367.82] 第一 核电当中的第二个
[02367.82-02368.82] 细节的点
[02368.82-02369.88] 这是我们所说的
[02369.88-02370.50] 它的应用
[02370.50-02371.08] 第一个
[02371.08-02372.28] 就叫做发电
[02372.28-02374.16] 核电边的第二个应用
[02374.16-02375.28] 大家其实都知道
[02375.28-02376.72] 这种核电站
[02376.72-02377.48] 它其实实际上
[02377.48-02378.28] 这种列变
[02378.28-02378.92] 距离一点
[02378.92-02380.22] 还是要缓耐一些
[02381.24-02382.00] 发电
[02382.00-02383.96] 你使得是徐徐图之的
[02383.96-02386.08] 所以如果让这种核列变
[02386.08-02387.36] 所产生的任弄量
[02387.36-02388.80] 慢慢的释放出来
[02388.80-02390.04] 那它就叫做什么
[02390.04-02390.72] 核电
[02390.72-02393.36] 如果說我不控制之後能量的釋放呢
[02393.36-02397.68] 我讓他這個中子打到由235上的鋼內下全都釋放出來
[02397.68-02400.56] 鋼內下全都釋放出來是為了能量非常巨大
[02400.56-02402.42] 那這種情況之下就會形成什麼
[02402.42-02403.10] 爆炸
[02403.10-02404.42] 而這個時候的爆炸
[02404.42-02407.14] 就是合列為的第二孕有做的是什麼原子蛋
[02410.60-02413.14] 就是我們所說的這個原子蛋
[02413.14-02415.60] 所以大家注意一下這是第二個它的應用
[02415.60-02417.76] 那第三個呢就是在這裡的注意下
[02417.76-02420.80] 和能它虽然是相对所谓中比较清减的弄源
[02420.80-02422.68] 但是它主要还是一靠是什么
[02422.68-02424.56] 由235的征源自合
[02424.56-02426.48] 而我们所说的这种游泣
[02426.48-02431.00] 它其实本身不是取之不接的
[02431.00-02432.60] 所以在这里面大家注意一下
[02432.60-02436.28] 我们所说的这个和能它是一种不可再生能源
[02442.16-02444.76] 分标志在旁边它是一种不可再生能源
[02444.76-02453.16] 这个就列便,列便就是我列开了吗?有一个变成多个,那这是列便,那有没有反过来的呢?有反过来的就是什么?
[02453.16-02465.12] 具边,具边的就是把很多个变成一个,那这个就要具边比如说它在这里面,把我们的汉,刀还有穿还有中子,把它恩称一个,那这种所说发生和变变,
[02465.12-02472.90] 从多个变成一个的时候大住一下,它也会释放能量,而这种释放的能量就叫做和,去变能,
[02472.90-02474.90] 你聚合在誇所產生的能量
[02474.90-02476.58] 那正就有了 合聚變的
[02476.58-02478.74] 合聚變的優點就在什麼呢
[02478.74-02479.38] 同時注意一下
[02479.38-02480.66] 安全高效無忍
[02480.66-02482.10] 把這個無忍化出來
[02482.10-02483.22] 尤其是一個無忍
[02483.22-02483.78] 大家注意一下
[02483.78-02486.74] 合聚變所產生的結果
[02486.74-02488.34] 主要是什麼 主要是害嘛
[02488.98-02489.78] 所以在這裡面
[02489.78-02490.90] 它不會像合力變
[02490.90-02493.06] 當中產生很多無所說的
[02493.06-02494.26] 同位數
[02494.26-02495.22] 什麼P2刀寸
[02495.22-02496.42] 尤其是那個寸它
[02496.42-02497.14] 有半歲期
[02497.14-02498.82] 咱們在前面給大家去講到
[02498.82-02500.58] 那個知識點的時候講過
[02500.58-02500.82] 對吧
[02500.82-02503.32] 我说了今年有格外的去关注一下
[02503.32-02506.06] 因为我们说日本他排放核武水的这个世界
[02506.06-02507.78] 其实本身也是一个热点世界
[02507.78-02510.66] 需要我们对应热点世界来掌握着相的支持
[02510.66-02512.84] 而我们所说的这个核具变他没有无忍
[02512.84-02515.26] 他不会产生刚才的那一堆我们所说的之后
[02515.26-02516.18] 最起的东西
[02516.18-02518.74] 他就主要的产生的形容主要就是害
[02518.74-02521.56] 所以他相对来说是安全无忍和高效的
[02521.56-02523.56] 有趣注意一下这个无忍
[02523.56-02525.14] 但是问题是在什么呢
[02525.14-02528.22] 问题就是在于我们所说的这个核具变
[02528.22-02529.38] 他没有办法
[02529.38-02531.68] 像我們剛才所說的那種發電站那種
[02531.68-02533.34] 我把它問到一個的時候
[02533.34-02534.94] 讓它釋放出來的能量
[02534.94-02535.88] 一點點釋放出來
[02535.88-02536.82] 它其實做不到的
[02536.82-02537.70] 它只能在這個過程
[02537.70-02538.78] 能讓它怎麼辦
[02538.78-02541.06] 讓它快速急距的釋放
[02541.06-02542.32] 那這種快速急距的釋放
[02542.32-02543.54] 把能量全都釋放出來
[02543.54-02544.54] 是不是就爆炸了
[02544.54-02545.94] 所以目前和據便
[02545.94-02547.30] 在現實生活中
[02547.30-02548.42] 它只有一個應用
[02548.42-02549.14] 就是什麼
[02549.14-02550.42] 清淡的爆炸
[02550.42-02551.94] 所以在這裡給大家注意
[02551.94-02554.14] 如果說這種和據便
[02554.14-02555.74] 它能夠緩慢的
[02555.74-02556.50] 我們所說的
[02556.50-02557.98] 這種能量緩慢的釋放出來
[02557.98-02560.96] 也就是我们能够把这个过程控制下来的话
[02560.96-02563.68] 那其实我们能够想象用到的能量
[02563.68-02565.24] 就是原源不断的
[02565.24-02568.90] 就是电影当中刚体下它凶钱的那一小块
[02568.90-02570.06] 那个量量的那个东西
[02570.06-02571.86] 它就是一个合剧片反对
[02571.86-02572.96] 就那么一点东西
[02572.96-02574.72] 就能够让它照换战一会怎么样
[02574.72-02577.50] 能就可以想象到这个合剧片能量有多大
[02577.50-02582.22] 但是我目前正在研究这个合剧片的这个释放
[02582.22-02583.42] 所以在这里面
[02583.42-02586.90] 目前在考试当中合剧片的应用就只要保障
[02586.90-02588.30] 所以这是和裂变语
[02588.30-02591.66] 和具变同时把他们两个去分开
[02591.66-02593.54] 这是第一个和能
[02593.54-02595.14] 第二个就是太阳能
[02595.14-02596.42] 太阳能我们太熟悉了
[02596.42-02596.94] 对吧
[02596.94-02598.78] 天天看太阳能灯
[02598.78-02600.10] 太阳能热水气等等
[02600.10-02602.74] 其实都是对于太阳能量的运用
[02602.74-02604.26] 对于太阳能量的运用
[02604.26-02605.02] 同时注意一下
[02605.02-02606.02] 主要运用的是什么
[02606.02-02607.42] 太阳能复射能
[02607.42-02609.62] 所以同时把太阳浮射能化出来
[02609.62-02610.82] 在太阳浮射能到
[02610.82-02613.50] 就是太阳照到地球上所产城的能量
[02613.50-02613.82] 对吧
[02613.82-02615.34] 就有这双作 浮射能
[02615.34-02616.86] 而不是直接用到太阳
[02616.86-02620.18] 能量的本身大招太陽每時每刻都發生巨大的
[02620.18-02620.98] 合巨變
[02620.98-02623.50] 我們又說是直接利用那個合巨變能
[02623.50-02626.06] 它浮射造射到地球的能量
[02626.06-02627.46] 這個太陽浮射
[02627.46-02629.82] 它浮射能大家注意一下本身
[02629.82-02632.82] 這個太陽光它其實不熱
[02632.82-02634.06] 無所老實難不對
[02634.06-02635.66] 我現在下太陽我的很熱
[02635.66-02638.62] 它只要是這種浮射導致你身體當中的
[02638.62-02639.70] 分子會原子
[02639.70-02643.06] 它產生一些運動才會讓你感覺到溫度升高
[02643.06-02646.06] 但本身我們所說的這個光它其實沒有溫度的
[02646.06-02647.38] 所以在这里大家注意一下
[02647.38-02649.14] 这个就是我们所说的服势
[02649.14-02650.68] 对于它服势能的应用
[02650.68-02652.98] 两种一种叫直接利用一种叫
[02652.98-02654.58] 绵用来看一下什么叫
[02654.58-02655.58] 绵用
[02655.58-02657.14] 它绵用就是
[02657.14-02659.02] 它不直接利用
[02659.02-02660.42] 太阳造成的地球的光
[02660.42-02661.50] 而是把这种光
[02661.50-02662.78] 先变成其它的东西
[02662.78-02663.42] 我们再去用
[02663.42-02664.54] 比如说变成什么呢
[02664.54-02666.54] 比如说太阳造成直目上
[02666.54-02668.38] 这种就产作的直目
[02668.38-02670.38] 太阳造成在我中的白菜上
[02670.38-02673.02] 这时候太阳光就被处成在白菜中了
[02673.02-02674.38] 太阳造成的地面上
[02674.38-02676.58] 就會形成無所說其他的寫畫和物質
[02676.58-02677.78] 被處存下來
[02677.78-02678.98] 然後再被我們利用
[02678.98-02680.38] 這個就要做建建理用
[02680.38-02681.14] 所以你看
[02681.14-02683.02] 說草木染料化石染料
[02683.02-02684.98] 風力水力還要熱能等等
[02684.98-02686.06] 說被固定下來
[02686.06-02687.38] 這種就要建建理用
[02687.38-02688.70] 而我們生活的那種
[02688.70-02689.82] 對於太陽的理用
[02689.82-02691.98] 大多都是建建理用
[02691.98-02693.90] 所以同學在旁邊想兩字
[02693.90-02695.66] 就是主要的主要
[02695.66-02696.78] 這是建建理用
[02696.78-02698.90] 還以先的就是對太陽的
[02698.90-02700.54] 普適能的一些直接理用
[02700.54-02701.38] 那這種直接理用
[02701.38-02702.70] 就是光熱轉換
[02702.70-02704.94] 刀能热气 光电转化
[02704.94-02707.02] 刀能电池 还有光化学转化
[02707.02-02710.38] 利用它能去提我们所说的相对什么轻
[02711.10-02711.82] 轻弃
[02711.82-02713.90] 这是我们所说的这种直接利用
[02713.90-02714.94] 所以直接利用当中
[02714.94-02716.62] 同样掌握的是光热转化
[02716.62-02717.62] 以及光电转化
[02717.62-02719.70] 光热转化 刀能热水器
[02722.78-02723.86] 而光电转化
[02723.86-02726.06] 就是我们所说的刀能电池
[02726.06-02727.14] 所以这两个点
[02727.14-02728.02] 同样要注意一下
[02728.02-02729.18] 这是刀能
[02729.18-02731.42] 他能本身就这几个细节的考点
[02731.42-02732.58] 大家注意一下就行了
[02732.58-02733.90] 这是新闻员
[02733.90-02734.78] 新闻员
[02734.78-02737.58] 新闻员只是对于能源的一个分泌
[02737.58-02738.14] 大家注意一下
[02738.14-02740.18] 我们刚才针对于能源分泌上
[02740.18-02741.02] 我们刚才说了
[02741.02-02742.70] 能源分泌他不同的标准
[02742.70-02743.74] 我们第一个讲到了
[02743.74-02745.02] 是让什么来化的呢
[02745.58-02748.46] 第一个是让他的技术师傅成熟来化的
[02748.46-02749.90] 我们化分出来了
[02749.90-02751.42] 一个是新闻员
[02751.42-02752.78] 一个是传统能源
[02752.78-02755.18] 然后我们在新闻员当中讲了河呢
[02755.18-02756.62] 一个重点还不太能的
[02756.62-02756.86] 对吧
[02756.86-02758.54] 这只是其中的一个标准
[02758.54-02760.18] 能源还有其他的分类
[02760.18-02761.90] 其他的分类它就不同的标准
[02761.90-02764.18] 我们来看一下能源还有哪些分类
[02764.18-02766.10] 能源的分类在这里面还分为
[02766.10-02768.58] 按能源形成的条件来分
[02768.58-02769.58] 我们来看一下
[02769.58-02771.26] 按能源形成的条件来分
[02771.26-02773.74] 分为一次能源和二次能源
[02773.74-02775.18] 这个地方它的考试的时候
[02775.18-02775.90] 考什么呢?
[02775.90-02777.26] 考一次能源和二次能源
[02777.26-02778.42] 具体有哪些
[02778.42-02780.06] 比如说经常会考到一个
[02780.06-02780.82] 说一下
[02780.82-02782.62] ABCD四组选当中
[02782.62-02783.62] 哪一组
[02783.62-02785.62] 是都是一次能源
[02785.62-02788.34] 它就会把一次能源和二次能源混在给这里给你考
[02788.34-02790.74] 所以在这里面你要知道一次能源和二层源
[02790.74-02791.82] 它到底都有哪些
[02791.82-02793.90] 你很多同行的就说老师那我就去背
[02793.90-02795.58] 但是你背影是背不完的
[02795.58-02797.30] 所以在这里面大家要注意一下
[02797.30-02798.34] 我们不要去背
[02798.34-02799.82] 而是要根据它的什么
[02799.82-02801.54] 它的形成条件来看
[02801.54-02802.86] 这个形成条件是什么
[02802.86-02804.42] 它所谓的形成条件就是看
[02804.42-02805.98] 是否需要在家公
[02810.14-02812.22] 它的形成条件就是是否需要在家公
[02812.22-02813.66] 如果不需要在家公
[02813.66-02815.54] 虽然接中本来就有的
[02815.54-02817.14] 哪来就能够直接用的
[02817.14-02818.28] 那这个就叫做什么
[02818.28-02819.96] 伊斯能源比如说
[02819.96-02821.30] 梳上梳给到的
[02821.30-02823.28] 话时能源比如说没汤
[02823.28-02825.08] 没汤你发出来什么就是那个样子
[02825.08-02825.58] 对呀
[02825.58-02826.62] 它就是没汤出来那个样子
[02826.62-02827.88] 妈出来那个没汤就能用
[02827.88-02829.94] 那这个时候没汤就什么意思能源
[02829.94-02831.46] 或者是我们所说的什么
[02831.46-02833.02] 风能风就是什么
[02833.02-02836.08] 水平七七度差有了之后就有了风
[02836.08-02839.16] 那这时候风它是不是在这种本来就有的
[02839.16-02841.96] 那这有就叫做什么就叫做伊斯能源
[02841.96-02843.00] 那儿次子那什么呢
[02843.00-02845.56] 这是你拿来在在这当中不能直接用
[02845.56-02847.10] 女需要在加工改造的
[02847.10-02848.88] 那这种情况就叫做二次能源
[02848.88-02849.60] 所以你看它说
[02849.60-02851.20] 一次能源进过加工转化
[02851.20-02851.70] 来的
[02851.70-02852.72] 串着二次能源
[02852.72-02854.26] 比如在这位它提到的什么
[02854.26-02854.78] 气游
[02854.78-02856.82] 气游本身在借中就有吗
[02857.08-02857.84] 没有
[02858.36-02859.38] 你说老师怎么没有
[02859.38-02859.90] 石油
[02859.90-02861.42] 大家注意一下石油
[02861.42-02862.46] 它是什么
[02862.46-02863.74] 石油是一次能源
[02863.74-02865.52] 一把石油加工一次
[02865.52-02867.58] 它变成二次能源之后才产生了什么
[02867.58-02868.08] 气游
[02868.08-02869.88] 所以你不是从地理挖出来
[02869.88-02870.90] 它就是气游的
[02870.90-02872.44] 另外所以你看像气游
[02872.44-02873.72] 那你看像电能
[02873.72-02874.76] 电能能直接拿来在
[02874.76-02875.80] 在贊贴当中用吗
[02875.80-02877.58] 你都捕着不到闪电咋用呢
[02877.58-02879.10] 你处存不了那种电量了
[02879.10-02881.12] 所以你只能人工发电嘛
[02881.12-02882.60] 所以你看他属于二岁的愿
[02882.60-02883.08] 对吧
[02883.08-02884.14] 因为我们久经
[02884.14-02885.36] 久经你从贊贴当中
[02885.36-02886.36] 挖出来就是久经嘛
[02886.36-02886.80] 不是呀
[02886.80-02888.44] 你是发觉之后形成的呀
[02888.44-02889.88] 所以在这里大家注意下
[02889.88-02890.56] 去分一次呢
[02890.56-02891.24] 为了和二岁的愿
[02891.24-02892.44] 就看他是我需要
[02893.32-02894.00] 在加工
[02894.00-02895.08] 如果需要在加工
[02895.08-02895.76] 那么就是
[02896.76-02897.32] 二岁
[02897.32-02898.76] 如果不需要就是一次
[02898.76-02900.12] 你就把我住这一个就行了
[02900.12-02901.60] 同门我不建议大家去背啊
[02901.60-02903.68] 因为他不解会考察距禁分类
[02903.68-02905.48] 而且他会考察纠缠
[02905.48-02906.50] 他怎么考来教察呢
[02906.50-02907.20] 他就会问
[02907.20-02909.04] 所以下能源技术约
[02909.04-02910.08] 一次能源
[02910.08-02911.60] 又属于新能源的事
[02911.60-02914.68] 或者一技术约一次能源又属于传统的源的事
[02914.68-02916.72] 或者说技术约一次能源
[02916.72-02918.68] 又属于不可再生能源的事
[02918.68-02920.40] 他可能会考到教察
[02920.40-02922.48] 他而且给我们融业的能源
[02922.48-02923.84] 不但只书上这几个
[02923.84-02925.88] 他可能还会给到一些其他的
[02925.88-02927.24] 那你这说你是背不完的
[02927.24-02928.88] 我们要抓住的是他的什么
[02928.88-02930.36] 是他的核心标准
[02930.36-02931.88] 所以在这里面大家要注意
[02931.88-02933.68] 这是第一个它的花分
[02933.68-02935.84] 第一花分就是是我需要在家公里
[02935.84-02937.00] 分为1 子和2 子
[02937.00-02939.44] 而如果把1 子能源再计一部花分
[02939.44-02942.32] 就是把1 子能源再计一部花分
[02942.32-02945.00] 怎么画分按照是否循环利用
[02945.00-02946.80] 就循环利用在有的提案当中
[02946.80-02948.32] 同时把循环利用画出来
[02948.32-02949.36] 就在有的提案当中
[02949.36-02952.88] 也被称着为要看它是否取制不建用之不几
[02957.72-02959.92] 是否取制不建用之不几
[02959.92-02962.32] 如果它是能够循環利用的
[02962.32-02963.72] 是取之不禁的
[02963.72-02965.72] 这个取之不禁只得是在短期内
[02966.32-02967.12] 取之不禁的
[02967.12-02968.16] 它就属于什么
[02968.16-02969.00] 可在生能源
[02969.00-02970.92] 如果它不是取之不禁的
[02970.92-02972.40] 它不是可以循環利用的
[02972.40-02974.24] 那就叫做非在生能源
[02974.24-02975.72] 或者叫不可在生能源
[02975.72-02977.52] 我们来看一下什么叫非在生
[02977.52-02978.68] 非在生能源
[02978.68-02980.20] 说是在在世界当中
[02980.20-02981.24] 经过一万年形成的
[02981.24-02982.24] 同一标注意下
[02982.24-02984.72] 短期内无法恢复
[02984.72-02986.20] 总有一天会哭解的
[02986.20-02987.12] 就是这种能源
[02987.12-02988.16] 用一点少一点
[02988.16-02989.88] 他就叫做非在生能源
[02989.88-02990.92] 或者不可在生能源
[02990.92-02991.92] 最维点形的
[02991.92-02993.24] 就是我们所说的什么
[02993.24-02993.96] 石油
[02993.96-02995.16] 最维点形的就是石油
[02995.16-02996.28] 叫不可在生能源
[02996.28-02997.24] 那还有一些能源的
[02997.24-03000.44] 就是短时间之内可以形成的
[03000.44-03001.60] 只要大咱们借在
[03001.60-03002.36] 他就会在
[03002.36-03003.16] 这种就叫做
[03003.16-03004.52] 曲之不见用之不结的
[03004.52-03005.48] 可以训练在生能
[03005.48-03006.36] 比如说风
[03006.36-03007.68] 风能法只要有
[03007.68-03009.72] 其他差在风就会在
[03009.72-03010.48] 比如说
[03010.48-03011.16] 地热能
[03011.16-03012.80] 只要有地跳活动在
[03012.80-03014.64] 地热能就会存在
[03014.64-03015.76] 比如说海洋能
[03015.76-03016.12] 对吧
[03016.12-03017.44] 只要是有朝夕在
[03017.44-03019.04] 只要使用水壓差在
[03019.04-03022.28] 有使我們所說的海的高度
[03022.28-03024.08] 它就會產生這種海洋能
[03024.08-03025.12] 所以像這種能源
[03025.12-03026.40] 它屬於我們所說的
[03026.40-03027.56] 就要曲之不見
[03027.56-03028.52] 用之不解
[03028.52-03030.36] 短期內可以循環在聲的
[03030.36-03031.88] 這種就叫做我們所說的
[03031.88-03032.96] 可在聲能源
[03032.96-03034.28] 所以對於能源的分類
[03034.28-03035.20] 這塊大住一下
[03035.20-03036.80] 它也可能會考察到
[03036.80-03037.60] 交差
[03037.60-03039.52] 我們沒有辦法去背具體的實力
[03039.52-03040.60] 你只能怎麼辦
[03040.60-03041.80] 只能在這裡面
[03041.80-03043.84] 去掌握它的花份標準
[03043.84-03044.24] 好
[03044.24-03045.60] 這是新的人技術
[03045.60-03046.48] 我們來看一下
[03046.48-03048.52] 简单的回忆下新疆技术咱们讲的什么
[03048.52-03051.60] 新疆人技术咱们主要讲了两大块
[03051.60-03052.32] 那两个块呢
[03052.32-03053.84] 一个叫做能源的含义
[03053.84-03054.80] 我们说能源的含义
[03054.80-03056.24] 为什么要搞新疆源技术
[03056.24-03059.28] 用没有发展低碳经济必须搞新疆人技术
[03059.28-03060.52] 第二个讲的就是什么
[03060.52-03062.56] 讲的就是能源的分类
[03062.56-03064.04] 在能源的分类当中
[03064.04-03065.40] 两个大的分类标准
[03065.40-03069.24] 第一个就是看他的技术是否成熟
[03069.24-03069.72] 对吧
[03069.72-03070.92] 于是我话跟出来了
[03070.92-03073.40] 新疆源和传统能源
[03073.40-03075.28] 于是我们在新疆源当中
[03075.28-03077.84] 就给大家讲了 和能还有太阳能
[03077.84-03081.60] 新浪源是怎么样 技术成数 广泛
[03081.60-03084.04] 新浪源是技术 不成数
[03084.04-03085.24] 没有挂管分应用的
[03085.24-03087.44] 传统能源是技术成数 可以管分应用的
[03087.44-03089.60] 所以传统能源当比较长见的就是
[03089.60-03092.52] 每时有天然气 对吧
[03093.80-03096.28] 每时有天然气 那只是新浪源
[03096.28-03097.40] 传统能源
[03097.40-03099.12] 而且新浪源到弄我们讲给两个
[03099.12-03102.36] 一个是和能源是太阳能 重点在和能上
[03102.36-03104.08] 要知道和能的两种体现
[03104.08-03107.00] 也是和裏面的,一个是和具别的
[03107.00-03108.84] 裏面,我裏面开了
[03108.84-03110.60] 就是由235
[03110.60-03112.60] 它裏面开始所释放的能量
[03112.60-03114.92] 这种释放能量可以也管暂时放
[03114.92-03117.28] 就是和电站,可以一下的全都放出来
[03117.28-03118.80] 这个就是原子弹
[03118.80-03121.24] 而如果把多个和变成一个的话
[03121.24-03122.60] 这个就叫做具变
[03122.60-03124.16] 具变也会释放的能量
[03124.16-03126.16] 但是这个能量目前没有办法
[03126.16-03127.36] 控制它缓慢时放
[03127.36-03128.80] 只能让它一次有释放出来
[03128.80-03131.00] 那就用在清淡上,只和能
[03131.00-03132.20] 还有就是太阳的
[03132.20-03135.60] 大家知道我们运用的主要是太阳的浮射能
[03135.60-03136.40] 就可以了
[03136.40-03139.12] 而太阳的浮射能利用主要是什么利用呢
[03139.12-03140.40] 借借利用就行了
[03140.40-03141.48] 这是太阳的
[03141.48-03142.52] 这是第一种分类
[03142.52-03143.52] 按技术来画分
[03143.52-03145.68] 第二就是按它形成条件来画分
[03145.68-03147.24] 最形成条件就是看
[03147.24-03149.00] 是否需要再加工
[03149.00-03150.64] 如果不需要再加工就是一次
[03150.64-03153.52] 如果加工一次才能用就是二次能源
[03153.52-03155.52] 那就看自然间中是否本来就有
[03155.52-03158.00] 而一次能源又看它是否取之不进
[03158.00-03160.12] 用之不几是否循望的父
[03160.12-03161.64] 就分为了我们所说的
[03162.20-03163.60] 可再升和不可再升
[03163.60-03165.96] 可再升短时间可以循荒夫的
[03165.96-03167.60] 风能胖能朝心能
[03167.60-03169.64] 只要有大灾在只要有运动在
[03169.64-03170.36] 她们会在
[03170.36-03171.60] 第二不可再升的
[03171.60-03173.60] 短期之内无法恢复的
[03173.60-03176.32] 比如说每石油天气这一类的
[03176.32-03176.68] 对吧
[03176.68-03179.12] 所以我们在这就抓她的什么分类
[03179.12-03179.68] 标准
[03179.68-03182.04] 这个时候特别喜欢考弄越分类的
[03182.04-03184.40] 就要要要要要求考弄越分类的
[03184.40-03184.80] 好
[03184.80-03186.08] 这是我们所说的
[03186.08-03188.20] 有关于钱四节的内容
[03188.20-03188.68] 当然了
[03188.68-03189.80] 还是要给大家就说一下
[03189.80-03190.96] 我们每一节
[03190.96-03193.78] 其实都有给大家去做相的思维导图的作用器
[03193.78-03195.72] 而是我把整个思维导图
[03195.72-03198.84] 整个科学长时的思维导图变成了一大仗
[03198.84-03202.88] 也被大家去整理的相对来说比较全面
[03202.88-03207.76] 所以我在这边想给大家还是要咱们的老的这样的一个老生长谈的点
[03207.76-03209.32] 就是要画翻为一件
[03209.32-03210.44] 我讲了很多
[03210.44-03212.08] 我们讲一样很长
[03212.08-03214.76] 但是你父亲的时候要有一个所谓和体练
[03214.76-03217.00] 这个就是思维导图的框件
[03217.00-03220.80] 这我们所说的比四件叫做新的连技术
