[00000.00-00004.74] 稍分大家好,今天我們接著來學習民法的內容
[02379.94-02381.74] 那這個時候我跟你說完的時候
[02381.74-02383.28] 我向你表示我
[02383.28-02385.06] 想遵與這個意思表示的時候
[02385.06-02386.84] 要約就生效了
[02386.84-02387.56] 那這個時候
[02387.56-02389.16] 如果你就坐在我面前
[02389.16-02389.90] 你說老師
[02389.90-02390.68] OK沒有問題
[02390.68-02392.56] 是為也像我做出承諾了
[02392.56-02394.48] 那承諾什麼時候生效呢
[02394.48-02399.56] 重揉生效的意义就在于重揉生效合同成立
[02399.56-02400.36] 明白这个意思吧
[02400.36-02402.92] 所以在这里面大住一下原则上
[02402.92-02407.68] 重揉生效的话大住一下原则上它是采取通知的方式
[02409.92-02411.12] 咱们先呢原则
[02411.12-02412.64] 我就写上原则吧
[02412.64-02413.12] 好吧
[02413.12-02416.32] 原则上它是也通知的方式生效
[02416.32-02418.56] 你坐在我面前你给我给我一个
[02418.56-02420.80] 肯定的打赋或者是朝我点点头
[02420.80-02422.36] 这时候都可以
[02422.36-02424.88] 这个就叫做什么 承诺生效
[02424.88-02427.12] 但是问题现在就在于我说了
[02427.12-02429.60] 如果说我现在没有跟你打电话
[02429.60-02432.20] 也没有跟你视频也没有跟你面对面聊天
[02432.20-02435.96] 那这种情况这下我可能是以其他的方式做出的
[02435.96-02437.00] 这样的一个要员
[02437.00-02439.28] 你是以其他方式做出的这样一个承诺
[02439.28-02441.24] 这个时候要员什么时候生效呢
[02441.24-02443.40] 你在旁标注意一下就特出情况之下
[02443.40-02445.32] 如果是非对话的形式
[02447.96-02449.84] 我向你做出的要员
[02449.84-02451.84] 要约生效的时间就是什么
[02451.84-02454.44] 就是斗打相对人的时间
[02454.44-02456.64] 我们采取的叫做斗打主义
[02457.84-02458.48] 斗打主义
[02458.48-02460.92] 比如说我的要约什么时候生效呢
[02460.92-02463.16] 大主义下我的要约的生效的时间
[02463.16-02465.20] 就是斗打你有相的那一刻去
[02465.20-02466.92] 这个是我要约的生效时间
[02466.92-02467.64] 明白吧
[02467.64-02469.24] 这是我们所说的这个
[02469.24-02469.84] 第一个点
[02469.84-02471.92] 就是飞对话形式要约生效
[02471.92-02473.92] 第二个就是承诺
[02473.92-02475.32] 承诺的生效
[02475.32-02477.28] 我们说了原则上承诺
[02477.28-02479.56] 它是采取通知的方式
[02479.56-02480.60] 但是又有例外
[02480.60-02481.88] 例外的时候就是什么
[02481.88-02483.68] 就是一方当时已经旅行
[02483.68-02484.88] 一无对方接受的时候
[02484.88-02486.08] 合同成立
[02486.08-02487.68] 也就是它有例外
[02489.40-02490.44] 那就是它有例外
[02490.44-02491.64] 例外就是
[02492.24-02493.52] 在蓋章之前
[02493.52-02495.88] 或者是在做出书面的通知之前
[02495.88-02497.84] 另外一方当时已经
[02497.84-02499.04] 我们所说的旅行主要
[02499.04-02500.88] 一无对方接受的合同成立
[02500.88-02502.20] 但这个例外情况不用记
[02502.20-02503.24] 大家只需要在这里面
[02503.24-02504.40] 确一个点就行了
[02504.40-02505.92] 这个点就是我们刚才所说的
[02505.92-02507.20] 承诺生效
[02507.20-02510.02] 他的一个意义就是在于合同成立
[02514.36-02517.18] 承诺生效就在于合同成立
[02517.18-02520.26] 这个就是我们所说的合同成立了两步走
[02520.26-02523.32] 但这里面它可能会出现一个小小的疑问
[02523.32-02524.10] 什么疑问呢
[02524.10-02528.44] 就是要约做出的时间
[02528.44-02530.24] 要约发出的时间
[02530.24-02533.44] 要约生效的时间以及我们所说的承诺
[02533.44-02535.10] 它其实都会有一个什么
[02535.10-02537.42] 它其实怎么说呢
[02537.42-02541.26] 它其实都可能会有一个时间延迟在这个里面
[02541.26-02544.50] 这时候可能会涉及到一些我们所提到的
[02544.50-02546.14] 它的一个具体生效时间
[02546.14-02547.78] 就具体合同成立时间
[02547.78-02550.42] 那这里面给大家辣了一个这一点
[02550.42-02551.44] 这大家要知道
[02551.44-02552.42] 承诺生效
[02552.42-02554.06] 我们原则上也采取的是什么呢
[02554.06-02554.94] 我把它写在这
[02554.94-02555.26] 好吧
[02555.26-02557.62] 这是承诺做出的方式有通知有例外
[02557.62-02558.90] 但承诺生效
[02558.90-02562.10] 我们原则上也采取的是到大主意
[02563.62-02564.74] 在承诺生效到中
[02564.74-02568.06] 他其实是和我们所说的要约是一样的
[02568.06-02569.10] 和要约是一样的
[02569.10-02571.86] 它也可以是采取的是到达主义
[02571.86-02572.66] 大家主义
[02572.66-02574.98] 所以在这里给他标注一下就可以了
[02579.70-02582.30] 它的生小世界采取的是到达主义
[02582.30-02583.58] 这里面我来给大家
[02583.58-02585.46] 我们来细细地去了解一下
[02585.46-02589.06] 我们所说的可能会出现了这样的一个时间延迟的情况
[02589.06-02590.90] 我在这里大家画一个时间走
[02590.90-02592.46] 就是现在大家去听的时候
[02592.46-02594.30] 我猜大家已经听得差不多了
[02594.30-02597.02] 那在这里面咱们在记忆不去细化了它呢
[02597.02-02598.86] 通过这个时间走的方式
[02598.86-02600.26] 你就更能清晰了知道
[02600.26-02603.66] 河通成立它在时间流程上是如何一步不推进的
[02603.66-02604.86] 那这个案例呢
[02604.86-02607.42] 咱们就采取我们刚才所说的那个案例吧
[02607.42-02608.94] 就是我
[02610.14-02612.54] 要在你考上之后
[02616.14-02618.14] 干嘛呢就是证语
[02619.58-02621.78] 你一块
[02622.22-02623.10] 我
[02623.10-02624.38] 做船的
[02627.20-02628.22] 200元的
[02628.74-02631.04] 小天才收表啊小天才收表
[02631.04-02633.34] 这个就是我们所说的暗情
[02633.34-02635.64] 这个就是我的什么意思表示
[02635.64-02638.20] 我们都知道如果是采取对话的方式的话
[02638.20-02639.74] 这个就不要简单了
[02639.74-02643.06] 要约生效的时间就是我把那种说明你听你知道的时候
[02643.06-02646.64] 那承诺生效的时候就是你在现场通过对话给我打负的时候
[02646.64-02649.72] 就是你的承诺到打我的时候是不是承诺生效
[02649.72-02652.28] 而承诺生效合同就成立了
[02652.28-02654.72] 但是问题就在于我们现在要去探讨的
[02654.72-02656.88] 就是这个飞对化的形式
[02656.88-02660.40] 我们来看一下它可能会存在集中时间情况
[02663.52-02665.00] 举个简单的例子吧
[02665.00-02667.84] 假设现在是年初的1月1号
[02667.84-02670.20] 我在1月1号的这一天
[02670.20-02671.48] 像你发出了什么
[02671.48-02673.36] 像你发出了要约
[02674.20-02676.32] 而我像你发出要约的时候
[02676.32-02678.84] 我不是给你采取对化的方式
[02678.84-02679.80] 而是我给你干嘛
[02679.80-02682.08] 我在家中收写了一份要约内容
[02682.08-02683.36] 像你发出要约
[02684.38-02686.68] 发出我书写的
[02690.78-02691.80] 我1月1号
[02692.32-02694.62] 在家中版我就把这个案情再复杂一点
[02694.88-02697.70] 就是我1月1号写了1份要约
[02699.48-02700.00] 这样吧
[02700.26-02703.32] 我1月1日写了1份
[02704.60-02706.14] 书面要约
[02707.42-02709.22] 这个要约的内容是啥呢
[02709.22-02710.88] 这个要约的内容就是我说了
[02710.88-02714.22] 但你考上之後我就把這個小片材的同時握到增給你
[02714.22-02715.92] 對吧這是我在家裡寫的
[02715.92-02717.62] 那我喜歡的這個腰月之後呢
[02717.62-02721.76] 我在1月10號的時候我就把它怎麼樣的
[02721.76-02725.88] 我就把這個信件投入了油頭
[02726.88-02728.74] 這是頭帝
[02729.64-02731.04] 油局
[02732.04-02735.52] 然後這個信件也說這個腰月在那天
[02735.52-02738.00] 在1月20號的時候
[02738.00-02740.00] 到達了你的油香
[02740.88-02744.40] 12号到达对方有箱
[02744.40-02747.16] 1月12号到达对方有箱之后
[02747.16-02749.88] 你这个时候不都赶上过年
[02749.88-02751.80] 你只办年幻觉就忙
[02751.80-02754.20] 所以你也就没看你家的有箱
[02754.20-02755.84] 你没看见有箱之后
[02755.84-02757.12] 你是过了几天
[02757.12-02758.80] 你才看到了
[02758.80-02760.64] 你才看到了有箱之后
[02760.64-02761.76] 过了后几天
[02761.76-02763.64] 假设1月25号
[02763.64-02765.20] 你半年后忙
[02765.20-02767.24] 你这个时候才打开有箱
[02767.24-02768.24] 拿到了有箱
[02768.24-02771.24] 然后你就把这个油键拿出来毒了
[02771.24-02772.56] 就是1月25号
[02772.56-02773.16] 拆
[02774.08-02774.60] 信
[02776.00-02776.52] 拆风
[02776.52-02777.60] 不能像拆风
[02777.80-02778.52] 拆信
[02778.52-02779.28] 1月25号
[02779.28-02781.52] 打开有箱把这个新鲜打开了拆信
[02781.52-02783.40] 然后知道了
[02785.16-02787.68] 内容就知道了我的这个要约的内容
[02787.68-02789.88] 但是你当机没有给我回复
[02789.88-02791.48] 然后到什么时候给我回复
[02791.48-02792.28] 你就在想
[02792.28-02794.60] 我要不要要老实这个小天才会说表呢
[02794.60-02795.68] 这个他组传的
[02795.68-02798.10] 我要拿走了之后是不是对她影响不好
[02798.10-02800.38] 但是你说我好像要小天才能说问
[02800.38-02802.50] 就是反复的自己在这个过程当中
[02802.50-02804.18] 思良增长 对吧
[02804.18-02805.92] 然后你就考虑了几天
[02805.92-02809.56] 你在1月27号这一天
[02809.56-02812.80] 然后考虑之后你就在回复信件上
[02812.80-02816.40] 你就在回复的信件上
[02818.24-02819.08] 写了
[02819.92-02820.80] OK
[02822.24-02823.68] 这样的一个答复 对吧
[02823.68-02826.32] 然后你就在1月27号不接写了OK
[02826.32-02829.04] 你还把这个信头入到了游桶中
[02829.04-02830.16] 但这个游桶呢
[02830.16-02831.28] 它就这个游桶
[02831.28-02831.92] 这个信呢
[02831.92-02834.28] 它就是一直在走一直在走
[02834.28-02835.92] 然后走到什么时候呢
[02835.92-02837.44] 走到2月10号的时候
[02837.44-02838.52] 因为过年放家嘛
[02838.52-02839.76] 对完人游局也放家
[02839.76-02841.12] 2月10号的时候
[02841.12-02842.32] 这个信件
[02843.20-02844.92] 这是这个回复信件
[02846.48-02848.96] 1月2月10号的时候这个回信
[02848.96-02850.16] 才到我手里
[02850.16-02851.32] 回信
[02852.76-02853.84] 到達了
[02854.24-02855.96] 我家的有相
[02857.60-02858.92] 但是我也是一樣啊
[02858.92-02859.96] 我也比較忙啊
[02859.96-02860.32] 對吧
[02860.32-02862.32] 這過年的時候誰看這個有相啊
[02862.32-02864.72] 然後我也沒有馬上去
[02864.72-02865.16] 拆分
[02865.16-02866.12] 去翻這個有相
[02866.12-02867.16] 一直到那天呢
[02867.16-02868.48] 一直到我們所說的
[02868.48-02869.60] 2月15號
[02869.60-02870.60] 哎呦突然想起來了
[02870.60-02872.12] 我說我在年初的時候
[02872.12-02872.92] 給你寫了一封信
[02872.92-02874.56] 我看一下最近有沒有人跟我回信
[02874.56-02875.92] 2月15號的時候呢
[02875.92-02877.76] 我才把信拆分
[02880.16-02882.16] 把线插封
[02882.16-02883.84] 然后把线插封之后
[02883.84-02886.16] 然后支极了
[02886.16-02887.60] 你给我回复的内容
[02887.60-02888.28] 支极了
[02888.28-02889.44] OK的内容
[02893.04-02893.76] 支极了
[02893.76-02894.88] OK的内容
[02894.88-02896.08] 所以在这个过程中
[02896.08-02897.72] 这是我们整个案情
[02897.72-02900.32] 我们现在就要去判判几个时间同什么
[02900.32-02901.76] 判判哪几个时间
[02901.76-02903.44] 判判这个时间就是
[02903.44-02907.16] 第一个要约什么时候做出的
[02907.16-02910.48] 第二个要约什么时候生效的
[02910.48-02914.08] 第3个城诺什么时候做出的
[02914.08-02916.56] 第4个城诺什么时候生效的
[02916.56-02919.72] 第5一个就是我们要知道合同什么时间定力的
[02919.72-02923.28] 你看这是不是一个时间不断推动的这样的一个流程
[02923.28-02924.84] 咱们就来分析下面
[02924.84-02927.24] 在分析的这个过程里面咱们就来看一下
[02927.24-02928.92] 首先第一个大家要知道
[02928.92-02931.72] 第一个点就是我什么时候做出的要约
[02932.76-02936.20] 第一个点就是我1月1号做出的要约
[02936.20-02939.02] 对吧因为在这个地方我给你在1月1号写了
[02939.02-02941.28] 这份要员内容上我标得非常清楚
[02941.28-02942.88] 我你也双方当时
[02942.88-02944.72] 小天家中手标标地误
[02944.72-02946.76] 然后几块一块是没有数量
[02946.76-02949.26] 那这个时候我所写的这个内容就是要约
[02949.26-02952.20] 所以我的要约是在1月1号做出的
[02952.20-02953.84] 那要约什么时候生效的
[02953.84-02955.92] 我们说了要约生效的时间呢
[02955.92-02958.48] 就是一定是让你知道我有这个意思表示
[02958.48-02959.64] 要约才能生效
[02959.64-02961.04] 一般情况下是对话
[02961.04-02963.56] 但是我现在才去的是非对话的方式
[02963.56-02966.12] 所以要约生效的时间是在什么时候
[02966.12-02969.44] 是在斗打对方的游销那个时候
[02969.44-02972.26] 因为我们说要越生效采取的是斗打主义
[02972.26-02974.32] 所以什么时候要越生效同一般
[02974.32-02977.38] 在我的这个要越斗打你游销的时候
[02977.38-02980.20] 也就是在1月20号的时候
[02980.20-02981.74] 是否斗打对方游销啊
[02981.74-02983.66] 所以在1月20号的时候怎么办
[02983.66-02984.80] 要越生效了
[02987.10-02989.68] 要越生效了只是表示我
[02990.70-02991.46] 我叫什么呢
[02991.46-02992.48] 我就要越人对吧
[02992.48-02995.56] 也就是表示我要越人愿意接受意思表示
[02995.56-02998.30] 但是合同月數的是雙方當事人
[02998.30-03000.74] 當合同月數雙方當事人的時候
[03000.74-03002.94] 一定是你給我回憶
[03002.94-03004.80] 做出承諾之後才能約束到你
[03004.80-03005.18] 對吧
[03005.18-03006.76] 但是你看一下在這個裡面
[03006.76-03008.40] 它就會有這麼疾重情況
[03008.40-03009.72] 第一種情況就是在這
[03009.72-03010.46] 你看
[03010.46-03011.76] 有見到達你之後
[03011.76-03013.98] 你是1月25號把信拆了
[03013.98-03016.22] 所以你看雖然是你1月25號拆信
[03016.22-03017.58] 但是又約生效的時間
[03017.58-03018.66] 拆去到達主義
[03018.66-03019.58] 而不拆去
[03019.58-03021.06] 對話的知激方式
[03021.06-03022.74] 因為我們在這裡拆去的是
[03023.12-03024.54] 非對話的要約小事
[03024.54-03025.94] 所以你不要搞毁了
[03025.94-03029.62] 你要知道咱们两个发出要约到底是对话的行人飞对话
[03029.62-03032.26] 你在这里先确定了是飞对话的行事
[03032.26-03034.18] 所以你就抹住了它是到达主义
[03034.18-03035.50] 所以你不要被后面说
[03035.50-03038.66] 你1月25号拆信知道了内容知道
[03038.66-03039.26] 然后你说了
[03039.26-03041.18] 在知道那一天要约升效
[03041.18-03041.82] 不是的
[03041.82-03044.26] 飞对话的方式拆去的是到达主义
[03044.26-03046.06] 所以这个1月25号是个啥
[03046.06-03047.98] 是个干扰像是个混小像
[03047.98-03048.62] 明白吧
[03048.62-03050.14] 所以你看这是1月25号
[03050.14-03051.78] 1月27号你在信上写了
[03051.78-03052.70] 说OK
[03052.70-03053.66] OK是什么
[03053.66-03056.86] OK是你做出承諾的時間
[03056.86-03058.66] 這是你做出承諾的時間
[03058.66-03060.38] 我把它寫在這
[03060.38-03062.42] 這是做出承諾
[03062.42-03063.90] 做出承諾承諾
[03063.90-03064.50] 承諾剩下了嗎
[03064.50-03066.50] 同學們就好比我
[03066.50-03069.06] 1月1號做出要約
[03071.54-03074.10] 做出要約代表人要約剩下了嗎
[03074.10-03074.78] 不是的
[03074.78-03077.26] 同樣的做出承諾代表的承諾剩下
[03077.26-03078.02] 也不是
[03078.02-03079.90] 所以這個時候你只是做出承諾
[03079.90-03081.14] 承諾沒有剩下
[03081.14-03082.86] 承諾什麼手剩下
[03082.86-03084.86] 承諾生效我們採取的是什麼
[03084.86-03086.98] 我們採取的也是道大主義
[03086.98-03089.82] 於是這個承諾道大對方當時人之後
[03089.82-03092.06] 所以你看什麼時候道大我的有相
[03092.06-03095.02] 於是二時候你的回信道大了我的有相
[03095.02-03096.02] 這個時候怎麼樣
[03096.02-03098.26] 這個時候承諾生效了
[03102.66-03103.78] 這時候承諾生效
[03103.78-03104.76] 那我問一下大家
[03104.76-03106.46] 承諾生效的意義在什麼
[03106.46-03107.22] 同一們
[03107.22-03110.06] 承諾生效合同成理
[03112.86-03115.78] 是不是承諾生效合動成立
[03115.78-03117.86] 所以合同成立的時間是哪一天
[03117.86-03118.86] 2月10號
[03118.86-03121.06] 所以你看看經常會考試的時候就這麼考
[03121.06-03122.86] 說要約生效是在什麼時候
[03122.86-03124.38] 承諾生效是在什麼時候
[03124.38-03125.86] 合同成立是在哪一天
[03125.86-03127.26] 他就會給你一個案情
[03127.26-03128.86] 然後在這個案例當中
[03128.86-03129.86] 就給你搞的
[03129.86-03130.86] 而照理肉去照理肉去
[03130.86-03131.86] 你這個時候很怎麼辦
[03131.86-03132.86] 你就換個圖
[03132.86-03135.86] 同時你就把他所有給我們的這個時間點
[03135.86-03136.86] 去給他換個圖
[03136.86-03137.86] 然後在這個圖上
[03137.86-03140.86] 你就一點一點去眼神老實的思路去搞定
[03140.86-03141.86] 但是他的原則
[03141.86-03143.62] 原則就是在我們所說的
[03143.62-03145.34] 要約神效的時間
[03145.34-03147.14] 以及成功神效的時間
[03147.14-03147.98] 所以在這個地方
[03147.98-03148.82] 大家要注意一下
[03148.82-03150.86] 你看我二月數
[03150.86-03152.18] 我把信拆了
[03152.18-03153.78] 支揮了你的這個OK
[03153.78-03155.22] 那這個支揮OK
[03155.22-03156.78] 它其實不單位我們什麼
[03156.78-03158.58] 不單位我們所說的成功神效的
[03158.58-03160.14] 因為成功神效採取的是
[03160.14-03161.42] 到達主義
[03161.42-03162.10] 明白了吧
[03162.10-03163.10] 給大家說的這麼多
[03163.10-03163.86] 大家就知道
[03163.86-03165.06] 它經常在考試的時候
[03165.06-03166.90] 會給我們進行一定的干擾
[03166.90-03168.30] 所以在這裡面大家知道
[03168.30-03170.46] 成功神效和同成立
[03170.46-03172.94] 所以这是我们所提到的
[03172.94-03175.64] 这个核通成立两部走
[03175.64-03179.36] 那两部第一部先有要约第二部要有成弄
[03179.36-03182.42] 但是这个是我们所说的比较劉唱的这种情况
[03182.42-03185.18] 这是双方当时一方都没有反悔
[03185.18-03186.58] 但这现实生活当中
[03186.58-03188.10] 它其实情况就比较复杂了
[03188.10-03189.58] 比如说我突然说我说
[03189.58-03191.30] 你考上之后我就增与一块儿
[03191.30-03193.10] 我组传的小天才上手表
[03193.10-03194.50] 我教约都已经发出去了
[03194.50-03196.38] 但是我由地完新建之后
[03196.38-03197.70] 这个新建已经在路上了
[03197.70-03199.02] 正书突然反悔了
[03199.02-03200.70] 我說愛有他們的優秀
[03200.70-03202.58] 你自己給他一個小天才而通手錶
[03202.58-03203.98] 這不太行啊
[03203.98-03205.58] 你應該把小米手還送給他啊
[03205.58-03207.42] 或者是我除了想改變
[03207.42-03208.38] 證證的女動力之外
[03208.38-03209.66] 我突然不想送了怎麼辦
[03209.66-03210.66] 那這個時候
[03210.66-03212.30] 你能不能反會呢
[03212.30-03214.50] 那這個時候就會睡到另外一個問題
[03214.50-03215.66] 就是我們所說的
[03215.66-03217.58] 錢在我們書上給到的叫做
[03217.58-03219.42] 要約的徹徽園
[03219.42-03220.42] 徹銷
[03220.42-03221.10] 來看一下
[03221.10-03222.58] 這是我發出要約之後
[03222.58-03223.66] 我到底能不能反會
[03223.66-03226.06] 首先來看一下第一個叫要約的徹徽
[03226.06-03227.18] 他要約的徹徽
[03227.18-03230.26] 是指要約生效前來從化關鍵詞
[03231.28-03232.74] 要約的徹徽是在幹嘛呢
[03232.74-03237.42] 畫一下是在要約生效前這個時間節點很重要
[03237.68-03238.94] 在要約生效前呢
[03238.94-03241.76] 要約人使其不發生法律效率的意思表示
[03241.76-03243.44] 那要約的徹徽
[03243.44-03244.78] 可不可以徹徽可以
[03244.78-03246.38] 要約的徹徽在這裡說了
[03246.64-03249.26] 要約的徹徽要約的通知
[03249.26-03252.14] 要在要約到達
[03252.14-03255.98] 受要約人之前或者是同時到達受要約人
[03255.98-03257.52] 这个时候要约就可以怎么样
[03257.52-03259.18] 要约就可以也撤回了
[03259.18-03261.78] 所以要约撤回是在什么时候撤回的
[03261.78-03264.56] 是在要约生效之前撤回的
[03264.56-03267.50] 而且你在要约生效之前去撤回
[03267.50-03272.20] 你新的我不松了的这个撤回要约的通知
[03272.20-03275.10] 要在要约到大少人之前
[03275.10-03276.82] 或者是同时到大少人
[03276.82-03277.94] 咱们举个简单例子
[03277.94-03279.84] 咱们还以刚才的这个维立
[03279.84-03281.38] 是然第一个同们来看一下
[03281.38-03283.06] 我能撤回要约的时间
[03283.06-03284.60] 咱们就以这个时间中维立
[03284.60-03288.44] 我能撤回要越的时间是在要越怎么样生效之前
[03288.44-03291.96] 也就是在这个体肝当中在这个图里面来看一下
[03291.96-03297.80] 在这个图里面我什么时候可以发出要越撤回的这样的一个通知
[03298.12-03301.96] 在要越生效之前看到没有要越什么时候生效的
[03301.96-03302.84] 1月20号
[03302.84-03309.08] 所以从1月1号我写完到1月10号我头地一直在到1月20号
[03309.32-03313.08] 要越生效之前我在这个时间去见那种都可以什么
[03313.08-03314.48] 你看一下書上怎麼說的
[03314.48-03318.08] 都可以發出要約撤回的通知
[03320.08-03321.48] 這是在這個時間當中
[03321.48-03328.58] 均可發出要約撤回的
[03332.58-03333.18] 通知
[03333.88-03336.28] 當然當然我是把這個時間給你擴大了
[03336.28-03338.48] 因為你正常你是頭立之後
[03338.48-03339.38] 你才反會的嗎
[03339.38-03339.68] 對吧
[03339.68-03340.98] 所以在這裡大家注意一下
[03340.98-03344.34] 你如果想换一月 十号到1月20号都OK
[03344.34-03349.98] 我只不过是在这里想一大明确 就是你的要约撤回是在要约生效以前可以撤回
[03349.98-03353.98] 所以在这里你就知道在要约生效之前可以撤回
[03356.48-03360.38] 是要约的撤回 这个叫做要约的撤回
[03360.38-03363.18] 但是你发出了要约撤回的通知
[03363.18-03365.98] 这个要约的撤回 它到底生不生效呢
[03365.98-03371.98] 就是看一下你突然发出了比如说你在1月10号这一天头的游桶
[03371.98-03374.62] 然后你在1月11号这一天突然反毁了
[03374.62-03378.50] 你就说不送了 对吧你就突然想说我不送了
[03378.50-03384.14] 那你不送了之后你是不是在这一个时间两当中去发出了我们所说的要约撤回的通知
[03384.14-03386.78] 但是你要约撤回的通知到底能不能生效
[03386.78-03390.08] 就看一下你的心的不送了的通知
[03390.08-03391.62] 他的道大时间你看
[03391.86-03396.88] 要撤回要约的统治要在要约到达稍然之前会同时到达稍然人
[03396.88-03398.34] 你的这个撤回才能生效
[03398.52-03403.12] 也就是说我不松了这个通知要在什么时候到达
[03403.12-03404.80] 受了人他就生效了
[03405.00-03408.64] 你的这个不松了这个通知我把它画下这可以吧
[03408.80-03410.80] 你的这个不松了的通知
[03413.12-03413.80] 再看一下
[03413.80-03417.22] 等一下到达稍然之前我这个时间走化了一点
[03417.22-03417.98] 有点流闪
[03417.98-03421.06] 你看你的这个补松了这个通知
[03421.06-03424.34] 要在1月20号之前到达船
[03424.34-03426.94] 到达我们所说的这个受邀任人
[03426.94-03428.50] 你这个时候才能怎么样
[03428.50-03431.18] 这个时候你的才能说补松了
[03431.18-03434.54] 我就可以让这个意思表示失效了
[03434.54-03435.22] 那卖了吧
[03435.22-03438.26] 所以你看要在这个区间当中才可以
[03438.26-03439.74] 你要么就是1月11号
[03439.74-03443.10] 你看你为你的要月是1月20号到达的对方有效吗
[03443.10-03444.54] 所以你补松了这个
[03444.54-03446.54] 你要么是在1月19号到达
[03446.54-03449.82] 要么是在1月20号和你原本的要约同时到达
[03449.82-03452.30] 你这个时候你发出的要约升起
[03452.30-03454.62] 要约撤回的通知才能怎么样
[03454.62-03455.58] 才能生效
[03455.58-03456.30] 明白了吧
[03456.30-03457.82] 所以在这里面大家注意一下
[03457.82-03458.46] 所以你看
[03458.46-03461.74] 在要约升小之前你发出的这个
[03461.74-03462.94] 不送了的通知
[03462.94-03465.18] 叫做要约的撤回
[03465.18-03466.22] 叫做要约的撤回
[03466.22-03467.02] 所以大家注意一下
[03467.02-03467.82] 这是在这
[03467.82-03470.06] 而要约撤回什么手生效呢
[03470.06-03474.22] 就是在这一个黄色的区间之内才能生效
[03476.54-03482.80] 要么就是先与我们所说的原要约到答对方要么就是和他同时
[03482.80-03488.14] 那这是我们所说的在要约生效之前你的这个撤回
[03488.14-03489.42] 但是还有一种情况是啥的
[03489.42-03492.68] 还有一种情况就是你的信已经到达了对方有乡了
[03492.68-03493.90] 你这个时候你反悔了
[03493.90-03495.42] 你这个时候就不能叫撤回了
[03495.42-03496.34] 这个时候就叫什么
[03496.34-03497.90] 这个时候就叫做撤销
[03497.90-03499.18] 所以撤销是啥呢
[03499.18-03503.38] 他撤销是只要约人在要约发生法律效率之后
[03503.38-03505.10] 也就是在要约生效之后
[03505.10-03514.10] 而在受要人成弄之前做出的要约车要约的会使弃失去反这效率
[03514.10-03517.10] 那欢迎话说就是在这突然在哪天你不想送了呢
[03517.10-03520.10] 假设现在已经到达了我们所说对方有相了
[03520.10-03522.10] 所以现在是1月20号
[03522.10-03524.10] 1月20号这一天你返回了
[03524.10-03527.10] 1月20号这一天你返回了
[03527.10-03528.10] 那你说你返回了
[03528.10-03529.10] 你这个时候怎么样
[03529.10-03531.10] 你说我不送了
[03531.10-03533.10] 那这个时候你做出的叫做什么
[03533.10-03534.58] 我往后换啊
[03534.58-03537.14] 这个时候你做出的叫做要约的车销
[03543.26-03545.38] 这个时候叫做要约的车销
[03545.38-03547.70] 那你这个时候车销什么时候有效
[03547.70-03548.82] 你看书上打说的
[03548.82-03551.46] 车有效是在要约发生效率之后
[03551.46-03554.14] 承诺人做出承诺之前对吧
[03554.14-03557.54] 要约生效之后是在1月20号
[03557.54-03560.94] 而承诺人做出承诺是在哪一天1月20号
[03560.94-03567.62] 所以这个时候你看它的这个你的这一个彻销的效率其实就是在这个时间点内
[03567.62-03569.06] 它才能够生效
[03572.30-03574.30] 在这个点内它才能够生效
[03574.30-03577.02] 所以在这里连我刚才给大家一直在强调一个点
[03577.02-03580.02] 就是它会适一到一个时间上的问题
[03580.02-03583.30] 在这个里面我们其实要掌握这个徒势
[03583.30-03584.50] 你就分成两步走
[03584.50-03585.26] 哪两步走呢
[03585.26-03586.02] 就是第一步
[03586.02-03588.14] 你先记红色和绿色的部分
[03588.14-03591.62] 就是你从一般的流暢的这个流程上去看
[03591.62-03593.98] 他什么时候做出什么时候生效
[03593.98-03596.54] 什么时候的素料人做出成落
[03596.54-03598.22] 什么时候成落生效活动成立
[03598.22-03600.22] 你要把这个时间线书理清楚
[03600.22-03602.22] 在这个时间线书理清楚之后
[03602.22-03603.86] 你再去取责两个概念
[03603.86-03604.86] 哪两个概念呢
[03604.86-03607.26] 一个就叫做要约的撤回
[03607.26-03609.82] 一个就叫做要约的撤回
[03609.82-03610.78] 要约的撤回
[03610.78-03612.30] 它以什么为话跟节点呢
[03612.30-03614.82] 以要约生效为话跟节点
[03614.82-03617.34] 如果是在要约生效之前做出的
[03617.34-03619.06] 那么就叫做彻回
[03619.06-03622.70] 如果是在要约生效之后彻出做出的
[03622.70-03623.70] 那么就叫做什么
[03623.70-03625.54] 那么就叫做彻销
[03625.54-03626.50] 明白这个意思吧
[03626.50-03628.38] 那只不是彻回
[03628.38-03629.94] 有没有用彻销有没有用
[03629.94-03631.10] 就看一个时间
[03631.10-03632.34] 彻回有没有用
[03632.34-03633.98] 那你彻回要有用的话
[03633.98-03637.62] 就是你要让你彻回的这个意思表示
[03637.62-03640.58] 鲜与或同时到达对方
[03640.58-03642.18] 那你这个彻销有没有用
[03642.18-03643.94] 就看对方有没有做出成落
[03643.94-03645.50] 对方做出成落之前
[03645.50-03650.26] 那这个时候对方做成都之前还没有做出受到意思表示的约束
[03650.26-03653.54] 那这个时候他做出成都之前你的车下是有效的
[03653.54-03655.54] 所以在这里面就看他也没有效
[03655.54-03657.66] 就看是不是在监量的时间点能够
[03657.66-03660.42] 所以同时不要一看到这个土啊就蒙圈
