[00000.00-00004.76] 好,那我们了解了河通是如何一部一部定力之后呢?
[02407.44-02409.56] 双方享有解除权
[02409.56-02411.04] 我把这个换一个颜色
[02412.20-02414.80] 叫做双方享有解除权
[02414.80-02416.36] 就是双方当中的任意方
[02416.36-02418.08] 都可以单方面去解除合同
[02418.08-02419.36] 第3个情况
[02419.36-02419.92] 就是
[02419.92-02420.92] 七千倾满
[02420.92-02422.80] 它构成预期维约
[02422.80-02423.20] 对吧
[02423.20-02425.60] 如果是預期違約的話是哪一個呢
[02425.60-02427.96] 就是在這裡面給大家呈現的這個案例
[02427.96-02429.84] 我把這個話再一塊好吧
[02430.84-02433.76] 我在這裡標注這是圈三的情況
[02433.76-02434.96] 圈三的情況
[02434.96-02436.88] 如果構成預期違約的話
[02436.88-02437.56] 怎麼辦呢
[02437.56-02439.76] 我們說了非違約方可以
[02439.76-02440.96] 單方結束合同
[02440.96-02443.24] 你如果把這個案例具體話的話
[02443.24-02444.96] 你就會發現你不需要去背法條
[02444.96-02446.56] 你只要去回憶一下
[02446.56-02448.44] 我們課上講的這個例子
[02448.44-02452.28] 然後結合一下你生活當中的這種認知和中感覺
[02452.28-02454.08] 其实你很快就可以地记住了
[02454.08-02455.36] 民法太有的时候难的
[02455.36-02457.32] 就在于他比较砸掉多
[02457.32-02459.72] 这个是我们觉得他很难的有原因的
[02459.72-02461.04] 这就是第三种情况
[02461.04-02462.52] 那第四种情况是啥呢
[02462.52-02464.32] 我们说了吃链旅行
[02464.32-02465.40] 请推购
[02465.40-02467.00] 然后认为旅行的
[02467.00-02468.20] 那这是第四种情况
[02468.20-02470.72] 那这个就是我在这里给大家标注的这个
[02470.72-02472.92] 那如果我都跟你好说好商量了
[02472.92-02473.64] 你也不听
[02473.64-02474.36] 那这个时候
[02474.36-02475.24] 白白一白白
[02475.24-02475.48] 对吧
[02475.48-02476.36] 下一个问问问
[02476.36-02478.12] 你家不卖我会卖别而已家
[02478.12-02479.56] 所以在这里
[02479.56-02480.84] 这第四种情况
[02480.84-02482.68] 第五种情况的是购务城什么
[02482.68-02484.20] 根本伟约的情况
[02484.20-02485.64] 那如果根本伟约的话
[02485.64-02489.24] 我们说了非委约方可以享有一定的解除权
[02489.24-02491.08] 但是如果购务城根本伟约了
[02491.08-02493.48] 像我们所给到的第五种情形的话
[02493.48-02495.56] 就是你没有建设房没有有人管
[02495.56-02496.56] 你给我宣传的时候
[02496.56-02498.44] 你还给我说的调话论队的
[02498.44-02500.20] 那就可能会购务城欺诈
[02500.20-02502.44] 如果是购务城欺诈的话可撤销
[02502.44-02504.52] 他也是根本伟约可借除
[02504.52-02505.88] 那你到底是选
[02505.88-02507.64] 撤销还是选解除呢
[02507.64-02508.64] 你就看一下
[02508.64-02510.60] 他更哪一个会更有利约
[02510.60-02511.64] 我们所说的是吗
[02511.64-02512.64] 各有利于小A
[02512.64-02515.48] 也就是各有利于非委员方就可以了
[02515.48-02519.84] 那这是我们所说的有关于法定解除的无种情况
[02519.84-02521.04] 请是变宫
[02521.04-02521.96] 不可抗议
[02521.96-02523.16] 双方都没有过错
[02523.16-02525.00] 任意方都想要解释全
[02525.00-02526.52] 要么就是预期委员了
[02526.52-02527.44] 到底了
[02527.44-02528.16] 你不交房
[02528.16-02529.48] 我研仇的房交不上了
[02529.48-02530.76] 我这婚度要解不上了
[02530.76-02532.68] 那这时候预期委员
[02532.68-02534.28] 那这时候可以怎么办
[02534.28-02535.84] 非委员方想解释全
[02535.84-02537.84] 那如果在这里面吃些率行了
[02537.84-02538.20] 对吧
[02538.20-02539.80] 我都给你说了合理变了
[02539.80-02541.02] 我还给你关键起来
[02541.02-02542.78] 你又不做 不好意思再见
[02542.78-02545.36] 对吧 那最后一个就是什么根本的原因
[02545.36-02547.72] 那根本也最常见的就是欺账
[02547.72-02549.40] 那如果说在根本的原因当中
[02549.40-02551.78] 你骗我 你需要先传 那不好意思
[02551.78-02554.90] 我既想要撤销权 也想要解出去
[02554.90-02557.12] 你选哪个就看哪个对你跟我立
[02557.12-02557.96] 就可以了
[02557.96-02561.42] 那这是我们所说的叫做法定界处
[02561.42-02562.34] 那法定界处
[02562.34-02564.48] 我们刚才说了就是出现了法定情形
[02564.48-02564.88] 对吧
[02564.88-02568.40] 那我们在最开始在合同解处的这个
[02568.40-02570.40] 喊一当中 其实又给大家说到
[02570.40-02571.62] 我们说了核通解除
[02571.62-02573.72] 它可以是单方解除
[02573.72-02575.12] 也可以是双方商量好的
[02575.12-02576.80] 双方商量好的最终做什么
[02576.80-02578.40] 就叫做协议解除
[02578.40-02579.88] 这个协议解除说句实话
[02579.88-02581.46] 它没事可考的
[02581.46-02583.48] 因为这个对咱们来说太简单了
[02583.48-02585.12] 就大家就知道协议解除
[02585.12-02586.88] 它有两个核通关系就行了
[02586.88-02589.00] 这是原核通是比如说
[02589.00-02590.64] 我刚才所说的原核通
[02590.64-02591.76] 防务买卖核通
[02591.76-02593.64] 或者是手表赵鱼核通
[02593.64-02595.64] 那如果说这个时候
[02595.64-02597.36] 我们签训了第二个核通
[02597.36-02599.76] 说原来的房屋贼合同
[02599.76-02602.16] 或者是房屋满满合同
[02602.16-02603.00] 和手搅最合同
[02603.00-02603.72] 费了
[02603.72-02606.16] 咱就互相的咱也不要了
[02606.16-02607.64] 我也不想把表给你
[02607.64-02608.88] 我也不想把你的房了
[02608.88-02610.84] 咱们在签一个新的协议就行了
[02610.84-02613.44] 就协议解除原来在合同
[02613.44-02615.60] 所以在这里面他就说了说
[02615.60-02617.44] 达成了一个费气
[02617.44-02618.36] 我就坏一下吧
[02618.36-02620.00] 说达成了一个费气
[02620.00-02621.68] 原合同关系的新合同
[02621.68-02623.12] 这个就是双方商量好了
[02623.12-02624.20] 这个叫协议解复
[02624.20-02625.68] 这个没啥可考信
[02625.68-02627.32] 或者说科学非常地低
[02627.32-02628.28] 因为他太简单了
[02628.28-02629.20] 你也能看出来
[02630.08-02632.04] 所以这是合同解除的条件
[02632.36-02633.96] 比如说是合同解除的条件
[02633.96-02635.92] 不说是合同解除的情形
[02635.92-02638.20] 所以我们就在合同解除的条件当中
[02638.20-02639.80] 确定了什么情况之下
[02639.80-02642.24] 可以使用法定解除内部种情况
[02642.24-02643.60] 谁小有解除权
[02643.60-02645.64] 我们说了就看谁错了
[02645.64-02646.28] 对吧
[02646.28-02646.92] 谁错了
[02646.92-02648.16] 另一方就想解除权
[02648.16-02649.20] 双方都没错
[02649.20-02651.60] 双方认议方小有解除权
[02651.92-02653.72] 这是我们所说的合同解除
[02653.72-02657.20] 他的情形以及谁可以解除
[02657.20-02658.90] 我们接着来看一下
[02658.90-02659.52] 我们说了
[02659.52-02661.90] 权力是需要形使的
[02661.90-02663.24] 比如说撤销权
[02663.24-02664.64] 你也要去对外主张
[02664.64-02666.92] 我们所说的解除权
[02666.92-02668.18] 他也是要形使的
[02668.18-02670.60] 如果你只是在内心当中的活动的话
[02670.60-02673.08] 他其实没有办法形成外在的效果
[02673.08-02673.92] 所以我们说了
[02673.92-02675.20] 这里面我们提到的
[02675.20-02675.68] 这个
[02676.68-02679.40] 合同的法定解除权也是需要形使的
[02679.40-02681.36] 你形权你可以怎么办呢
[02681.36-02682.12] 你看一下
[02682.38-02684.18] 就是如何形式权力的问题
[02684.42-02687.50] 说法律没有规定或当时没有约定就之前性的实现
[02687.76-02692.62] 说解除人知道或英当知道解除是有一年之内不行使或经
[02692.88-02695.44] 最高之后,让不行使得该权力消灭
[02695.70-02701.06] 下面就话说当时一方一发解除主张一发解除和同的,英当通知对方
[02701.08-02703.64] 所以在这里每大其实注意,它就两个考察点
[02703.64-02704.66] 第一个就是
[02704.66-02714.66] 可通解除全的行使可以怎麽樣可以獲財獲速
[02719.66-02723.66] 把獲財獲速獲通知寫的方面可以通知
[02723.66-02727.66] 比如說剛才我們說了小埃美婚房的這個事情
[02727.66-02730.66] 如果小埃美婚房出現了以上ABCD
[02730.66-02733.30] 就是刚才无所提到这五种情形的话
[02733.30-02734.38] 小业就可以怎么样
[02734.38-02735.70] 就可以给他打个电话
[02735.70-02737.50] 给他写个书面的生命
[02737.50-02739.90] 就说因为你购成了根本的委约
[02739.90-02741.50] 所以我们之间的
[02741.50-02742.90] 我这个房子我就不要了
[02742.90-02744.54] 你看这种情况之下就是干嘛
[02744.54-02745.62] 就是通知它
[02745.62-02748.26] 如果是这种通知的这种形式的话
[02748.26-02749.62] 那合同就怎么样
[02749.62-02751.02] 通知到大对方的时候
[02751.02-02752.02] 合同就解除了
[02752.02-02753.06] 明白这个意思吧
[02753.06-02754.22] 所以你看他说了
[02754.22-02757.50] 第一个就是法定合同解除权的形式
[02757.50-02760.10] 他是可以通知最简单的形式
[02760.10-02760.94] 就是通知了
[02760.94-02762.18] 他可不可以起座
[02762.18-02762.78] 起座
[02762.78-02765.14] 然后让法院形成判决
[02765.14-02768.26] 然后来确定他们之间的可通可以解除
[02768.26-02768.62] 可以
[02768.62-02769.38] 他可以起座
[02769.38-02770.94] 他可不可以相状态为替状态
[02770.94-02771.26] 可以
[02771.26-02773.02] 你只要约定了状态就行了
[02773.02-02774.82] 所以获苏获才活通知
[02774.82-02775.62] 在这里面
[02775.62-02777.10] 大家一定要记住
[02777.10-02778.90] 这个单方形式法定解除
[02778.90-02780.82] 全续需要经定一方同业
[02780.82-02781.38] 不需要
[02781.38-02782.50] 你都做错事了
[02782.50-02783.62] 你都跟人委约了
[02783.62-02785.66] 你都让我的合同目的不能实现了
[02785.66-02787.38] 你差点让我昏斗解不上了
[02787.38-02788.66] 我还要经理同业
[02788.66-02789.98] 那不可能想得美
[02789.98-02791.30] 对吧 所以在这里大家知道
[02791.30-02792.98] 这怎么样通知就可以了
[02794.10-02795.78] 这是第一个大家注意一下
[02795.78-02797.02] 是经通知
[02797.02-02798.62] 第二个大家要知道
[02799.02-02800.74] 这个法定解除权
[02800.74-02802.50] 它也是一个形成权
[02802.50-02803.94] 也就是我们换句话来说
[02803.94-02805.78] 就是任何的权力
[02805.78-02808.90] 它都不可能受到法律的无限期的保障
[02808.90-02810.94] 所以在这里面法定解除权
[02810.94-02811.90] 它会受到什么
[02811.90-02814.62] 它会受到除次期间的限制
[02814.78-02816.02] 这个除次期间
[02816.02-02817.78] 它就是真的与形成权的
[02817.78-02819.94] 我们前面讲到的那个诉讼史效
[02819.94-02821.46] 他其实是值得于债权的
[02821.46-02822.46] 所以大家注意一下
[02822.46-02823.56] 你如果记不住什么
[02823.56-02824.86] 除这期间你不用寄它
[02824.86-02827.86] 你就记得它受时间限制
[02829.30-02830.58] 它受时间限制
[02830.58-02832.50] 法律不可能无限期的保护你
[02832.50-02833.66] 你明知道
[02833.66-02835.82] 这个合同的根本目的不能实现了
[02835.82-02838.38] 你还不早早地去刑权为不自的权业
[02838.38-02839.82] 你躺在权力上睡觉不行
[02839.82-02841.14] 所以它受时间限制
[02841.14-02841.90] 多少呢
[02841.90-02843.50] 一年就是它知道
[02843.50-02845.06] 会应当知道出现解除
[02845.06-02846.86] 是由知识起一年之内
[02846.86-02848.14] 它可以刑事解除权
[02848.14-02850.66] 解释一下的形式就是经通知
[02850.66-02852.16] 所以这个点大家注意一下
[02852.16-02853.18] 比较简单
[02853.18-02854.82] 这个点它如果考察的话
[02854.82-02858.50] 就可能出现判断体或者是判断选项
[02858.50-02860.86] 但是它不太可能出理解行的题目
[02860.86-02863.40] 所以这个地方它就只是一个实际型的点
[02863.40-02864.30] 大家注意一下
[02864.30-02866.62] 而前面我们在讲到这个情形的时候
[02867.50-02869.26] 这个条件情形的时候
[02869.26-02871.22] 它是一个理解型的点
[02871.22-02872.66] 比较会喜欢考理解体
[02872.66-02873.68] 所以大家注意一下
[02873.68-02876.60] 这是我们所说的合同法定解释
[02876.60-02878.60] 他有一个行事
[02878.60-02881.60] 如果河通解除了会产生什么样的法律后果呢
[02881.60-02883.60] 大家来看一下 书上咋说的
[02883.60-02886.60] 它说河通法定河通解除的法律后果
[02886.60-02890.60] 就是刚才出现了以上咱们讲到无种情况的另任意众
[02890.60-02893.60] 然后小A他也通知了这个幸福公司
[02893.60-02895.60] 说我不买你的房子咱俩河通解除
[02895.60-02897.60] 这个时候他也行事了解除去
[02897.60-02900.60] 那河通一旦解除之后法律后果是什么呢
[02900.60-02903.60] 我们在前面讲到可撤销的名式法律行为的时候
[02903.60-02907.08] 说 您说把这些人会竞略车销之后自使无效
[02907.08-02911.16] 自使无效的就要求他尽量的回到合同成立之前
[02911.16-02912.12] 会不会原状嘛
[02912.12-02914.20] 但是这里面的合同解除不一样
[02914.20-02915.56] 咱们来看一下他怎么说的
[02915.56-02917.04] 这个点一定要给他
[02917.04-02917.88] 喜欢
[02917.88-02919.68] 他说合同解除之后
[02919.68-02922.04] 在这里说上位旅行的
[02922.76-02923.60] 标注一下
[02923.60-02925.08] 上位旅行的部分
[02925.08-02926.44] 中纸旅行
[02928.52-02930.56] 我在这里把上位划出来
[02930.56-02931.76] 上位旅行的
[02931.76-02932.96] 中纸旅行
[02932.96-02935.52] 以金屢旅行的 怎么办呢 分情况
[02935.52-02937.72] 他说根据旅行情况和合同的性质
[02937.72-02940.32] 当时可以请求恢复原状
[02940.32-02942.92] 或者是采取其他不就措施
[02942.92-02945.52] 并有全请求赔查 损失
[02945.52-02948.32] 也就是在这里 上位旅行的不再继续旅行了
[02948.32-02951.32] 以金屢行的怎么办呢 看一下能不能恢复原状
[02951.32-02954.68] 能恢复原状 不能恢复原状的怎么样
[02954.68-02957.52] 采取不就措施 这是他的法律后果
[02957.52-02959.40] 我这么说有一点抽象
[02959.40-02961.04] 咱们举个简单的例子吧
[02961.04-02963.32] 比如说现在出现了一个情况
[02963.32-02964.12] 什么情况呢
[02964.12-02966.16] 就同学们的想去暴班学习
[02966.16-02966.92] 然后呢
[02966.92-02968.92] 想要通过上这种课
[02968.92-02970.12] 然后陪薰上案
[02970.12-02970.92] 假设呢
[02970.92-02973.00] 我们就以国口为例
[02973.00-02973.52] 好吧
[02973.52-02975.00] 假设呢这个国口
[02976.20-02977.12] 国口
[02977.12-02978.80] 国口的时间一般情况之下
[02978.80-02979.80] 是在年底
[02979.80-02980.52] 咱们假设
[02980.52-02982.52] 就是在今年的11月
[02985.48-02986.12] 11月
[02986.12-02987.88] 假设就是在10月30号
[02987.88-02988.92] 当然它不是30号
[02988.92-02989.80] 我只举个例子
[02989.80-02991.88] 假設是在10月30號國考
[02991.88-02994.20] 然後你就通過各種各樣的途徑
[02994.20-02996.92] 你就了解了很多的這個培訓機構
[02996.92-02998.92] 假設你找了一個什麼機構呢
[02999.40-03001.96] 假設你就找到了A機構吧
[03003.24-03005.32] 假設你就找到了A培訓機構
[03005.32-03007.88] 然後說我想參加下一點的國考
[03007.88-03009.64] 然後你就要在這個機構報名
[03009.64-03010.68] 這個機構呢說行
[03010.68-03011.48] 你就來報吧
[03011.48-03012.28] 這個班呢
[03012.28-03013.56] 你就稍微有一點貴
[03013.56-03015.24] 對吧也就是兩萬多塊錢
[03015.24-03016.28] 或者一萬多塊錢
[03016.28-03017.40] 你就把這個錢交給我
[03017.40-03018.44] 然後開課的時候呢
[03018.44-03019.32] 我就用通知
[03019.32-03020.84] 然后你就跟这个机构估访
[03020.84-03021.88] 说咱们什么时候开个
[03021.88-03023.68] 我可想多学一段时间
[03023.68-03025.36] 然后这个时候这个机构伴说
[03025.36-03028.96] 咱们开个的时间是在每年的6月1号
[03028.96-03030.68] 一直到学至考前
[03030.68-03031.80] 学到什么时候呢
[03031.80-03033.68] 学到11月29号
[03035.96-03037.24] 学到11月29号
[03037.24-03038.24] 学至考前
[03038.24-03038.68] 对吧
[03038.68-03040.12] 然后学到10月29号
[03040.12-03041.96] 这个时候是我们应当
[03041.96-03043.88] 陪迅的期间
[03043.88-03045.00] 这个陪迅的期间
[03046.08-03046.76] 然后他说了
[03046.76-03048.84] 我会在6月1号的时候通知你来到
[03048.84-03049.24] 对吧
[03049.24-03050.52] 那这个时候大家知道
[03050.52-03051.28] 那大家都知道
[03051.28-03052.58] 英文过校学国考的话
[03052.58-03054.62] 你要学的内容还是比较多的
[03054.62-03056.72] 你要学行测学深论
[03056.72-03059.42] 然后行测又包括行测文行测理
[03059.42-03059.70] 对吧
[03059.70-03061.28] 行测文当中有研与理解
[03061.28-03061.98] 又8了8了
[03061.98-03063.16] 比如这拿拿着的
[03063.16-03065.16] 行测理当中有什么数量
[03065.16-03066.70] 有什么计算等等
[03066.70-03067.00] 对吧
[03067.00-03068.44] 然后你要学深认写作
[03068.44-03070.20] 深认写作大作为小作文
[03070.20-03072.24] 那除了我在这里说的
[03072.24-03073.28] 我就给大家写吧
[03073.28-03074.90] 比如说你在国考当中你要学什么
[03074.90-03076.12] 你要学行测
[03076.12-03078.18] 也许深论要被写常识
[03078.18-03079.30] 要写常识
[03079.30-03082.14] 那这个每一个我们所说的这个科目
[03082.14-03084.52] 他都要有一个负责收课的老师
[03084.52-03086.52] 然后当时这个A配信机会
[03086.52-03087.96] 他就给你说他说啥呢
[03087.96-03088.80] 他说这样
[03088.80-03090.48] 我们给你们收课的
[03090.48-03092.56] 全都是明时
[03092.56-03093.92] 没死了 对吧
[03093.92-03094.84] 老有名了
[03094.84-03096.56] 然后你放在当地放在全国
[03096.56-03098.36] 他都是非常有名的老师
[03098.36-03099.24] 他就给你保证
[03099.24-03100.40] 而且他在给你宣传的时候
[03100.40-03101.16] 他都说了
[03101.16-03103.00] 行特文哪个老师讲
[03103.00-03104.92] 行特里哪个小老师讲
[03104.92-03107.74] 深乐的小作人拿老师讲大作的拿老师讲
[03107.74-03110.00] 然后长时拿个老师讲
[03110.00-03112.10] 移共假设给你安排了6个名师
[03112.10-03113.68] 而且他给你承诺
[03113.68-03114.64] 承诺承诺成呐
[03114.64-03116.44] 承诺就说我们受课
[03116.44-03117.98] 一定是这几个老师来
[03117.98-03118.86] 另外这个意思吧
[03118.86-03120.14] 就是他给你对于宣传的时候
[03120.14-03121.64] 他就说一定是这几个老师来
[03121.64-03122.16] 那好
[03122.16-03123.20] 到这个时候呢
[03123.20-03124.12] 这是我们所说的
[03124.12-03125.00] 他的一个基本情况
[03125.00-03126.54] 了解了这个案情
[03126.54-03126.88] 对吧
[03126.88-03128.24] 那了解了这个情况之后
[03128.24-03129.58] 那今天来看收课看
[03129.58-03132.04] 于是这个机构在6月1号这一天
[03133.60-03134.64] 开开开了
[03134.64-03137.92] 然后预计开课的时间是到10月29号
[03137.92-03140.96] 然后在开课的这个土中出现了一点问题
[03140.96-03141.84] 什么问题呢
[03141.84-03144.00] 我们来看一下假设现在呢
[03144.88-03147.36] 到6月7月8月9月
[03147.36-03149.60] 好吧假设现在到了9月1号
[03149.60-03152.56] 到了9月1号之后这个机构捲前跑路了
[03152.88-03155.48] 或者说这个机构它怎么样倒闭了
[03155.48-03157.20] 这个A机构出问题了
[03159.88-03162.72] 假设这个时候A机构出问题了
[03162.72-03168.86] 又或者说这个机构当中的原本给你承诺受课的老师出问题了
[03168.86-03174.24] 用的机构出问题了 要么就是老师出问题了 反正就是他给你宣传的这个老师他不能来了
[03175.78-03178.92] 这种情况很多 对吧 那他这个老师不能来了
[03178.92-03183.32] 又或者说发生了什么地震的机构已经不存在了 没电视给你上课了
[03183.32-03188.72] 反正就是出现了 咱们前面讲到的这五种情况当中的任意中 明白这个意思吧
[03188.72-03190.82] 但无论是发生哪一种通名告诉我
[03190.82-03192.36] 这个机构被没委员
[03192.36-03192.92] 委员了
[03192.92-03194.52] 而且这个机构它
[03194.52-03195.62] 这个委员的行为
[03195.62-03198.10] 导致和同的目的能不能实现
[03198.10-03200.48] 和同的目的无法实现了
[03200.48-03201.84] 那他们来看一下
[03201.84-03203.56] 和同目的无法实现
[03203.56-03205.80] 这个时候就会产生一个结果
[03205.80-03208.12] 就是你可以单方形势解除
[03208.12-03209.80] 那你如果形势解除全的话
[03209.80-03210.72] 9月1号这一天
[03210.72-03211.72] 它的问题爆炉出来
[03211.72-03213.32] 而且它给大家发动之说
[03213.32-03215.12] 要么就是机构现在开不下去了
[03215.12-03216.32] 要么就说地震了
[03216.32-03217.12] 咱们一定上课了
[03217.12-03218.44] 反正就无论哪一个
[03218.44-03220.44] 他就把这个情形告知你了
[03220.44-03222.54] 那如果在这个情形告知我们的时候
[03222.54-03224.04] 你看在911号之前
[03224.04-03225.64] 你是不是已经上过颗了
[03225.64-03227.14] 那611号到911号
[03227.14-03228.04] 这个就是什么
[03228.04-03230.04] 这个就是已经旅行了的
[03232.64-03234.34] 这个就是已经旅行的
[03234.34-03237.44] 而911号到我们所说的11月29号
[03237.44-03238.04] 这个是什么
[03238.04-03239.34] 这个是上位旅行的
[03244.04-03245.04] 那这个时候
[03245.04-03246.54] 你在911号这一天
[03246.54-03247.54] 你形使了什么
[03247.54-03249.02] 你形式了法定解除
[03249.02-03250.90] 那形式的法定解除的后果是什么呢
[03250.90-03252.70] 你看一下咱们根据这个案情
[03252.70-03254.90] 咱们再回过头来扣一下
[03254.90-03258.06] 它说已经旅行的根据旅行情况和核通性质
[03258.06-03259.78] 当时可以请求恢复原状
[03259.78-03261.46] 或采取其他补救措施
[03261.46-03262.54] 朋友来看一下
[03262.54-03265.18] 在这个讲课的这个情形当中
[03265.18-03266.94] 这是我们说了这个培训协议
[03266.94-03268.26] 或培训合同当中
[03268.26-03270.06] 根据这个讲课的情形当中
[03270.06-03272.98] 它要么可以选择给我们恢复原状
[03275.26-03275.94] 对不对
[03275.94-03279.10] 要么就是他要采取其他不就错失
[03281.94-03283.10] 那同时来看一下
[03283.10-03285.82] 这里面他还能不能恢复原装了
[03286.78-03289.82] 你在61号到9月1号的时候已经把刑测行完了
[03289.82-03291.62] 比如说把刑测理
[03291.62-03292.42] 行完了
[03292.42-03294.38] 然后行测文儿也行完了
[03294.38-03295.66] 长时也行完了
[03295.66-03296.94] 那知事你都行完了
[03296.94-03297.90] 这种情况之下
[03297.90-03299.38] 你还能不能恢复原装了
[03299.38-03300.38] 不能恢复原装
[03300.38-03302.74] 因为这个里面他属于老物合同
[03302.74-03303.98] 你没有办法会复原装
[03303.98-03305.54] 那没有办法会复原装怎么办
[03305.54-03306.82] 你可以拆去其他
[03306.82-03308.94] 你可以让机构给你拆去其他
[03308.94-03309.90] 不就错识
[03309.90-03311.10] 其他不就错误是什么
[03311.10-03312.34] 我上了这些客吧
[03312.34-03313.46] 你给我承诺的
[03313.46-03315.26] 你要找原本的名式来过上
[03315.26-03315.90] 很久没有来
[03315.90-03318.74] 你可以让机构给你干嘛
[03318.74-03320.06] 给你折钱
[03320.06-03320.46] 对吧
[03320.46-03321.62] 给你退回一部分钱
[03321.62-03322.34] 这些都可以了
[03322.34-03323.90] 这个叫拆去其他不就错识
[03323.90-03324.94] 而上位旅行的
[03324.94-03326.14] 9月1号到10月29号
[03326.14-03327.26] 这个看上上上了
[03327.26-03327.78] 不上了
[03327.78-03329.02] 上位旅行的可以怎么样
[03329.02-03329.86] 终止
[03331.26-03332.18] 上位旅行的
[03332.18-03333.46] 终止旅行就行了
[03333.46-03339.70] 中止旅行,而毕竟是什么?毕竟是机构它美约了嘛
[03339.70-03344.34] 所以你可以让机构承担美约责任,可以请求机构的赔偿
[03344.34-03347.06] 可以请机构非常,是不很实用啊,同学啊
[03347.06-03350.38] 所以在这里要大家注意一下,这是我们所说的这种情况
[03350.38-03355.86] 这个时候咱们说了,这是机构赔薰呢,它属于老物啊,老物它没有办法会议员状
[03355.86-03360.06] 那如果它现在不是我们所说的签训的这种赔薰协议呢
[03360.06-03362.78] 它如果现在雙方签训的是买卖合同的
[03362.78-03365.14] 那这个买卖和通你可以买卖的东西太多了
[03365.14-03366.74] 你可以买卖刚才
[03366.74-03368.86] 然后你可以买卖水产
[03368.86-03370.74] 然后你可以买卖金融珠寶什么的
[03370.74-03371.98] 反正买卖啥东西
[03371.98-03373.54] 那如果是买卖和通的话
[03373.54-03374.66] 它就有一点不一样
[03374.66-03375.78] 不一样率在什么呢
[03375.78-03377.22] 比如说你在买卖和通当中
[03377.22-03379.74] 你买卖的刚才买卖的水产买卖的珠寶
[03379.74-03380.98] 你可以恢复原装
[03380.98-03382.74] 如果老是这个恢复原装是什么呢
[03382.74-03384.98] 就是你们两个如果签订卖和通
[03384.98-03387.02] 然后约定它给你提供刚才
[03387.02-03388.42] 它给你提供黄金
[03388.42-03389.78] 它给你提供没碳
[03389.78-03393.06] 然后在6月1号到10月29号这一天
[03393.06-03395.74] 然后他给你提供一共多少吞的美态
[03395.74-03398.30] 然后在9月1号这一天突然之间就不能
[03398.30-03399.22] 他就贡城的月了
[03399.22-03400.90] 你就行事了什么借出去
[03400.90-03403.02] 那已经从6月1号到9月1号
[03403.02-03405.06] 拉到你们公司的这些美态
[03405.06-03407.38] 会拉到你们工厂的这些美态怎么办呢
[03407.38-03408.30] 恢复原状
[03408.30-03409.50] 那他拉走就行了
[03409.50-03410.02] 没办法吧
[03410.02-03411.50] 所以我们在这里才说了
[03411.50-03413.14] 说上位旅行的
[03413.14-03413.86] 中止
[03413.86-03415.18] 已经旅行的怎么办
[03415.94-03417.22] 已经旅行的你就看
[03417.22-03419.58] 这个到底能不能恢复原状
[03419.58-03421.26] 如果能恢復原状
[03421.26-03422.66] 不能的话就才是不用错试
[03422.66-03424.18] 但是他弟弟怎么样
[03424.18-03425.18] 他毕竟为威娱了
[03425.18-03426.30] 他如果为威娱的话
[03426.30-03428.22] 你就可以要求他承担
[03428.22-03429.10] 为威娱责任
[03429.10-03430.50] 所以在这里大家注意下
[03430.50-03432.46] 这是何用解除他的什么
[03433.58-03436.90] 而何通解除他所提高的法律后果
[03436.90-03438.06] 能理解这个意思吧
[03438.06-03438.50] 好
[03438.50-03440.18] 这个地方理解了之后
[03440.18-03441.38] 咱们就来看一下
[03441.38-03442.78] 我们所说的这个
[03442.78-03444.50] 何通解除的后果之后
[03444.50-03445.22] 大家就知道
[03445.22-03446.22] 已经旅行了怎么办
[03446.22-03447.26] 上位旅行的怎么办
[03447.26-03448.02] 那我们说了
[03448.02-03450.14] 那从红官上我们来总结一下
[03450.14-03452.52] 如果是合同解除了
[03452.52-03453.82] 那它的法律后果
[03453.82-03456.06] 概括起来来说再出上了一句话
[03456.06-03458.38] 他说合同英为威娱解除的
[03458.38-03460.54] 解除人可以请求对方承担
[03460.54-03462.06] 威娱责任对吧
[03462.06-03463.82] 但是当时六娱定的出外
[03463.82-03465.54] 说主合同解除之后
[03465.54-03468.74] 说担保人对这五人英当承担的
[03469.38-03471.18] 画下英当承担的
[03471.18-03472.38] 明是责任
[03473.10-03474.14] 在后面标准一下
[03474.14-03475.34] 英当承担的名字
[03475.34-03476.02] 名字责任
[03476.02-03477.78] 英人 发发发发发发你
[03477.80-03479.38] 这个我这度的
[03479.38-03480.06] 乱去把做的
[03480.06-03482.16] 我想说的就是一句话啥事的
[03482.16-03483.76] 这是单朵轍人一就存在
[03483.76-03486.52] 所以扔阴程单单朵轍人
[03486.52-03488.14] 所以你在旁边鞋一句话
[03488.14-03488.74] 大家注意一下
[03488.74-03490.18] 这是核洞解除之后
[03490.18-03491.64] 它的法律后果是什么
[03491.84-03493.06] 它的法律后果就是
[03493.06-03494.94] 就原本的核洞来说的话
[03494.94-03496.02] 上位旅行的怎么样
[03496.02-03496.90] 一经具性怎么样
[03496.90-03498.50] 那如果从红官上来看
[03498.50-03499.78] 我们给它概括一下
[03499.78-03501.54] 就是我们所提到的
[03501.54-03503.16] 核洞解除的法律后果
[03503.16-03504.90] 不与英响核洞效力
[03506.02-03511.02] 你说老师怎么可能呢?
[03511.02-03514.26] 合同都解除了呀怎么会不影响合同效率呢?
[03514.26-03518.70] 朋友来看一下不影响合同效率是什么?是,你看在这个地方
